Year,Geography,Heterosexual contact,Injection drug use,Male-to-male sexual contact,Male-to-male sexual contact and injection drug use,Other
2014,"Lake County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lake County, MT",7,Data suppressed,8,Data suppressed,Data suppressed
2014,"Lake County, OH",41,14,82,Data suppressed,Data suppressed
2014,"Lake County, OR",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lake County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lake County, TN",13,Data suppressed,17,Data suppressed,0
2014,"Lake Of The Woods County, MN",0,0,0,0,0
2014,"Lake and Peninsula Borough, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lamar County, AL",7,0,8,0,0
2014,"Lamar County, GA",7,Data suppressed,18,Data suppressed,0
2014,"Lamar County, MS",11,5,25,Data suppressed,Data suppressed
2014,"Lamar County, TX",25,Data suppressed,25,Data suppressed,0
2014,"Lamb County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed,0
2014,"Lamoille County, VT",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lamoure County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lampasas County, TX",Data suppressed,Data suppressed,8,0,0
2014,"Lancaster County, NE",38,15,79,Data suppressed,Data suppressed
2014,"Lancaster County, PA",230,162,267,26,19
2014,"Lancaster County, SC",22,Data suppressed,23,Data suppressed,0
2014,"Lancaster County, VA",7,Data suppressed,10,Data suppressed,Data suppressed
2014,"Lander County, NV",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lane County, KS",0,0,0,0,0
2014,"Lane County, OR",67,46,181,48,9
2014,"Langlade County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lanier County, GA",9,Data suppressed,Data suppressed,Data suppressed,0
2014,"Lapeer County, MI",5,Data suppressed,29,Data suppressed,Data suppressed
2014,"Laporte County, IN",30,13,63,10,0
2014,"Laramie County, WY",15,8,48,Data suppressed,Data suppressed
2014,"Larimer County, CO",31,17,129,Data suppressed,Data suppressed
2014,"Larue County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Las Animas County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lasalle County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lasalle Parish, LA",17,Data suppressed,11,Data suppressed,0
2014,"Lassen County, CA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Latah County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Latimer County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lauderdale County, AL",12,Data suppressed,37,Data suppressed,0
2014,"Lauderdale County, MS",93,23,106,Data suppressed,Data suppressed
2014,"Lauderdale County, TN",24,15,39,Data suppressed,Data suppressed
2014,"Laurel County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Laurens County, GA",75,30,60,Data suppressed,Data suppressed
2014,"Laurens County, SC",26,Data suppressed,38,Data suppressed,0
2014,"Lavaca County, TX",Data suppressed,6,7,Data suppressed,0
2014,"Lawrence County, AL",Data suppressed,Data suppressed,16,Data suppressed,0
2014,"Lawrence County, AR",Data suppressed,0,Data suppressed,Data suppressed,0
2014,"Lawrence County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lawrence County, IN",5,0,22,Data suppressed,Data suppressed
2014,"Lawrence County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lawrence County, MO",Data suppressed,Data suppressed,17,0,0
2014,"Lawrence County, MS",18,Data suppressed,22,Data suppressed,Data suppressed
2014,"Lawrence County, OH",8,Data suppressed,29,Data suppressed,0
2014,"Lawrence County, PA",15,Data suppressed,24,Data suppressed,0
2014,"Lawrence County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lawrence County, TN",14,6,13,0,0
2014,"Le Flore County, OK",8,7,18,Data suppressed,Data suppressed
2014,"Le Sueur County, MN",Data suppressed,Data suppressed,9,0,0
2014,"Lea County, NM",6,11,18,Data suppressed,Data suppressed
2014,"Leake County, MS",9,Data suppressed,16,Data suppressed,0
2014,"Leavenworth County, KS",26,18,89,Data suppressed,Data suppressed
2014,"Lebanon County, PA",47,25,43,Data suppressed,Data suppressed
2014,"Lee County, AL",74,12,129,Data suppressed,Data suppressed
2014,"Lee County, AR",14,5,27,0,0
2014,"Lee County, FL",803,163,794,93,34
2014,"Lee County, GA",10,6,14,Data suppressed,Data suppressed
2014,"Lee County, IA",Data suppressed,Data suppressed,8,Data suppressed,0
2014,"Lee County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lee County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lee County, MS",39,5,117,Data suppressed,Data suppressed
2014,"Lee County, NC",68,20,59,Data suppressed,Data suppressed
2014,"Lee County, SC",28,7,23,Data suppressed,Data suppressed
2014,"Lee County, TX",Data suppressed,Data suppressed,15,0,0
2014,"Lee County, VA",Data suppressed,Data suppressed,8,Data suppressed,Data suppressed
2014,"Leelanau County, MI",Data suppressed,Data suppressed,8,0,0
2014,"Leflore County, MS",51,12,43,Data suppressed,Data suppressed
2014,"Lehigh County, PA",331,235,244,48,28
2014,"Lemhi County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lenawee County, MI",8,Data suppressed,27,Data suppressed,Data suppressed
2014,"Lenoir County, NC",90,27,68,7,9
2014,"Leon County, FL",494,73,494,28,13
2014,"Leon County, TX",12,Data suppressed,6,Data suppressed,0
2014,"Leslie County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Letcher County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Levy County, FL",29,6,36,Data suppressed,Data suppressed
2014,"Lewis And Clark County, MT",Data suppressed,Data suppressed,16,Data suppressed,0
2014,"Lewis County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lewis County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lewis County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lewis County, NY",Data suppressed,Data suppressed,5,0,0
2014,"Lewis County, TN",Data suppressed,0,5,Data suppressed,0
2014,"Lewis County, WA",9,Data suppressed,29,Data suppressed,0
2014,"Lewis County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lexington City, VA",0,0,5,Data suppressed,Data suppressed
2014,"Lexington County, SC",177,45,292,25,8
2014,"Liberty County, FL",7,Data suppressed,8,Data suppressed,0
2014,"Liberty County, GA",79,23,55,Data suppressed,Data suppressed
2014,"Liberty County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Liberty County, TX",117,97,68,Data suppressed,Data suppressed
2014,"Licking County, OH",31,10,89,5,5
2014,"Limestone County, AL",22,15,74,Data suppressed,Data suppressed
2014,"Limestone County, TX",10,Data suppressed,10,Data suppressed,0
2014,"Lincoln County, AR",Data suppressed,Data suppressed,17,Data suppressed,Data suppressed
2014,"Lincoln County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lincoln County, GA",6,Data suppressed,Data suppressed,0,Data suppressed
2014,"Lincoln County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lincoln County, KS",0,0,0,0,0
2014,"Lincoln County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lincoln County, ME",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lincoln County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lincoln County, MO",5,Data suppressed,24,Data suppressed,0
2014,"Lincoln County, MS",19,Data suppressed,25,Data suppressed,0
2014,"Lincoln County, MT",Data suppressed,Data suppressed,6,0,0
2014,"Lincoln County, NC",7,Data suppressed,42,Data suppressed,Data suppressed
2014,"Lincoln County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lincoln County, NM",Data suppressed,Data suppressed,12,Data suppressed,0
2014,"Lincoln County, NV",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lincoln County, OK",6,Data suppressed,16,Data suppressed,0
2014,"Lincoln County, OR",6,7,28,Data suppressed,Data suppressed
2014,"Lincoln County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lincoln County, TN",8,Data suppressed,14,Data suppressed,0
2014,"Lincoln County, WA",Data suppressed,0,Data suppressed,Data suppressed,0
2014,"Lincoln County, WI",0,0,Data suppressed,Data suppressed,0
2014,"Lincoln County, WV",Data suppressed,Data suppressed,9,Data suppressed,0
2014,"Lincoln County, WY",Data suppressed,0,5,Data suppressed,0
2014,"Lincoln Parish, LA",26,5,44,Data suppressed,Data suppressed
2014,"Linn County, IA",43,19,115,Data suppressed,Data suppressed
2014,"Linn County, KS",0,Data suppressed,Data suppressed,Data suppressed,0
2014,"Linn County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Linn County, OR",14,10,51,7,0
2014,"Lipscomb County, TX",0,0,0,0,0
2014,"Litchfield County, CT",34,45,110,Data suppressed,Data suppressed
2014,"Little River County, AR",10,Data suppressed,7,Data suppressed,0
2014,"Live Oak County, TX",0,Data suppressed,8,Data suppressed,0
2014,"Livingston County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Livingston County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Livingston County, MI",12,Data suppressed,54,Data suppressed,Data suppressed
2014,"Livingston County, MO",Data suppressed,Data suppressed,Data suppressed,0,0
2014,"Livingston County, NY",19,57,39,Data suppressed,Data suppressed
2014,"Livingston Parish, LA",68,29,83,Data suppressed,Data suppressed
2014,"Llano County, TX",6,Data suppressed,17,Data suppressed,0
2014,"Logan County, AR",Data suppressed,Data suppressed,Data suppressed,0,0
2014,"Logan County, CO",0,Data suppressed,7,Data suppressed,0
2014,"Logan County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Logan County, KS",0,0,0,0,0
2014,"Logan County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Logan County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Logan County, NE",0,0,0,0,0
2014,"Logan County, OH",5,Data suppressed,13,Data suppressed,0
2014,"Logan County, OK",Data suppressed,Data suppressed,12,5,0
2014,"Logan County, WV",Data suppressed,Data suppressed,7,Data suppressed,0
2014,"Long County, GA",Data suppressed,Data suppressed,5,0,0
2014,"Lonoke County, AR",5,5,33,Data suppressed,Data suppressed
2014,"Lorain County, OH",93,46,218,25,5
2014,"Los Alamos County, NM",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Los Angeles County, CA","5,050","2,546","35,835","3,233",404
2014,"Loudon County, TN",6,Data suppressed,27,Data suppressed,0
2014,"Loudoun County, VA",66,23,155,13,5
2014,"Louisa County, IA",Data suppressed,Data suppressed,0,0,Data suppressed
2014,"Louisa County, VA",9,Data suppressed,24,Data suppressed,Data suppressed
2014,"Loup County, NE",0,0,0,0,0
2014,"Love County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed,0
2014,"Loving County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lowndes County, AL",22,Data suppressed,26,Data suppressed,0
2014,"Lowndes County, GA",254,44,147,15,5
2014,"Lowndes County, MS",46,14,60,Data suppressed,Data suppressed
2014,"Lubbock County, TX",65,50,232,Data suppressed,Data suppressed
2014,"Lucas County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lucas County, OH",259,61,455,48,14
2014,"Luce County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lumpkin County, GA",Data suppressed,Data suppressed,11,Data suppressed,0
2014,"Luna County, NM",Data suppressed,Data suppressed,6,Data suppressed,Data suppressed
2014,"Lunenburg County, VA",9,Data suppressed,14,Data suppressed,Data suppressed
2014,"Luzerne County, PA",92,59,116,14,10
2014,"Lycoming County, PA",43,62,50,12,0
2014,"Lyman County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lynchburg City, VA",64,13,74,8,7
2014,"Lynn County, TX",0,Data suppressed,Data suppressed,Data suppressed,0
2014,"Lyon County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lyon County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lyon County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Lyon County, MN",7,Data suppressed,5,Data suppressed,0
2014,"Lyon County, NV",7,10,19,Data suppressed,Data suppressed
2014,"Mackinac County, MI",Data suppressed,0,5,Data suppressed,0
2014,"Macomb County, MI",197,71,609,31,23
2014,"Macon County, AL",25,Data suppressed,32,Data suppressed,0
2014,"Macon County, GA",21,Data suppressed,15,Data suppressed,0
2014,"Macon County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Macon County, MO",Data suppressed,Data suppressed,Data suppressed,0,0
2014,"Macon County, NC",Data suppressed,Data suppressed,25,Data suppressed,0
2014,"Macon County, TN",Data suppressed,Data suppressed,Data suppressed,0,0
2014,"Macoupin County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Madera County, CA",32,61,60,Data suppressed,Data suppressed
2014,"Madison County, AL",142,43,403,Data suppressed,Data suppressed
2014,"Madison County, AR",Data suppressed,Data suppressed,5,Data suppressed,0
2014,"Madison County, FL",60,17,38,Data suppressed,Data suppressed
2014,"Madison County, GA",8,Data suppressed,8,Data suppressed,0
2014,"Madison County, IA",Data suppressed,0,Data suppressed,0,Data suppressed
2014,"Madison County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Madison County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Madison County, IN",35,23,88,18,0
2014,"Madison County, KY",Data suppressed,6,45,Data suppressed,Data suppressed
2014,"Madison County, MO",Data suppressed,Data suppressed,Data suppressed,0,0
2014,"Madison County, MS",91,18,116,6,5
2014,"Madison County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Madison County, NC",Data suppressed,Data suppressed,13,0,Data suppressed
2014,"Madison County, NE",Data suppressed,Data suppressed,10,Data suppressed,0
2014,"Madison County, NY",5,Data suppressed,24,5,Data suppressed
2014,"Madison County, OH",13,7,60,9,0
2014,"Madison County, TN",68,21,103,8,5
2014,"Madison County, TX",13,Data suppressed,17,Data suppressed,0
2014,"Madison County, VA",Data suppressed,0,5,Data suppressed,0
2014,"Madison Parish, LA",19,Data suppressed,Data suppressed,Data suppressed,0
2014,"Magoffin County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Mahaska County, IA",Data suppressed,Data suppressed,6,0,0
2014,"Mahnomen County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Mahoning County, OH",140,65,239,32,12
2014,"Major County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Malheur County, OR",Data suppressed,Data suppressed,17,Data suppressed,0
2014,"Manassas City, VA",12,8,29,Data suppressed,Data suppressed
2014,"Manassas Park City, VA",Data suppressed,0,5,Data suppressed,Data suppressed
2014,"Manatee County, FL",389,117,414,35,15
2014,"Manistee County, MI",Data suppressed,0,Data suppressed,Data suppressed,0
2014,"Manitowoc County, WI",6,6,18,Data suppressed,Data suppressed
2014,"Marathon County, WI",12,Data suppressed,37,7,Data suppressed
2014,"Marengo County, AL",10,0,8,0,0
2014,"Maricopa County, AZ","1,333",904,"6,680",858,117
2014,"Maries County, MO",Data suppressed,0,Data suppressed,Data suppressed,0
2014,"Marin County, CA",109,125,504,98,5
2014,"Marinette County, WI",Data suppressed,Data suppressed,7,Data suppressed,0
2014,"Marion County, AL",Data suppressed,7,22,Data suppressed,0
2014,"Marion County, AR",0,Data suppressed,5,Data suppressed,0
2014,"Marion County, FL",398,200,324,51,22
2014,"Marion County, GA",5,Data suppressed,9,Data suppressed,0
2014,"Marion County, IA",5,0,6,0,0
2014,"Marion County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Marion County, IN","1,036",279,"2,594",240,43
2014,"Marion County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Marion County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Marion County, MO",Data suppressed,Data suppressed,8,Data suppressed,0
2014,"Marion County, MS",22,Data suppressed,26,Data suppressed,0
2014,"Marion County, OH",20,9,57,Data suppressed,Data suppressed
2014,"Marion County, OR",44,48,252,Data suppressed,Data suppressed
2014,"Marion County, SC",35,7,15,Data suppressed,Data suppressed
2014,"Marion County, TN",Data suppressed,Data suppressed,19,0,0
2014,"Marion County, TX",8,Data suppressed,9,Data suppressed,Data suppressed
2014,"Marion County, WV",Data suppressed,Data suppressed,7,Data suppressed,0
2014,"Mariposa County, CA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Marlboro County, SC",23,7,15,Data suppressed,Data suppressed
2014,"Marquette County, MI",7,Data suppressed,20,0,Data suppressed
2014,"Marquette County, WI",0,Data suppressed,7,Data suppressed,0
2014,"Marshall County, AL",30,10,38,Data suppressed,Data suppressed
2014,"Marshall County, IA",Data suppressed,0,18,Data suppressed,Data suppressed
2014,"Marshall County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Marshall County, IN",Data suppressed,0,9,Data suppressed,0
2014,"Marshall County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Marshall County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Marshall County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Marshall County, MS",28,Data suppressed,30,Data suppressed,0
2014,"Marshall County, OK",Data suppressed,Data suppressed,Data suppressed,0,Data suppressed
2014,"Marshall County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Marshall County, TN",12,Data suppressed,16,Data suppressed,0
2014,"Marshall County, WV",6,Data suppressed,17,Data suppressed,0
2014,"Martin County, FL",129,39,181,18,8
2014,"Martin County, IN",0,Data suppressed,Data suppressed,Data suppressed,0
2014,"Martin County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Martin County, MN",Data suppressed,Data suppressed,7,Data suppressed,0
2014,"Martin County, NC",19,7,19,Data suppressed,Data suppressed
2014,"Martin County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Martinsville City, VA",12,Data suppressed,10,Data suppressed,0
2014,"Mason County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Mason County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Mason County, MI",5,Data suppressed,8,Data suppressed,0
2014,"Mason County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Mason County, WA",12,10,41,Data suppressed,Data suppressed
2014,"Mason County, WV",Data suppressed,Data suppressed,Data suppressed,0,0
2014,"Massac County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Matagorda County, TX",25,6,26,Data suppressed,Data suppressed
2014,"Matanuska-Susitna Borough, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Mathews County, VA",5,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Maui County, HI",24,16,225,21,6
2014,"Maury County, TN",28,8,69,Data suppressed,Data suppressed
2014,"Maverick County, TX",20,Data suppressed,39,Data suppressed,0
2014,"Mayes County, OK",Data suppressed,Data suppressed,6,5,0
2014,"Mcclain County, OK",6,Data suppressed,15,Data suppressed,Data suppressed
2014,"Mccone County, MT",0,0,0,0,0
2014,"Mccook County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Mccormick County, SC",Data suppressed,Data suppressed,8,Data suppressed,0
2014,"Mccracken County, KY",41,15,51,Data suppressed,Data suppressed
2014,"Mccreary County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Mcculloch County, TX",0,0,Data suppressed,Data suppressed,0
2014,"Mccurtain County, OK",Data suppressed,Data suppressed,8,Data suppressed,Data suppressed
2014,"Mcdonald County, MO",5,Data suppressed,14,Data suppressed,0
2014,"Mcdonough County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Mcdowell County, NC",5,Data suppressed,18,Data suppressed,0
2014,"Mcdowell County, WV",Data suppressed,Data suppressed,9,Data suppressed,Data suppressed
2014,"Mcduffie County, GA",14,6,23,Data suppressed,Data suppressed
2014,"Mchenry County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
