Year,Geography,Female,,Male,
2011,"Richmond County, GA",390,454.4,663,842.9
2011,"Richmond County, NC",42,212.1,71,376.8
2011,"Richmond County, NY",622,302.6,"1,166",617.1
2011,"Richmond County, VA",5,145.4,47,1002.5
2011,"Riley County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Ringgold County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Rio Arriba County, NM",9,53.5,45,275.7
2011,"Rio Blanco County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Rio Grande County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Ripley County, IN",0,0,6,52.4
2011,"Ripley County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Ritchie County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Riverside County, CA",436,47.9,"4,185",470.4
2011,"Roane County, TN",6,25.2,25,111.4
2011,"Roane County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Roanoke City, VA",125,292.5,265,694.6
2011,"Roanoke County, VA",13,31,54,144.7
2011,"Roberts County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Roberts County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Robertson County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Robertson County, TN",24,86,48,180.8
2011,"Robertson County, TX",5,71.7,13,193.6
2011,"Robeson County, NC",133,234.1,272,520.3
2011,"Rock County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Rock County, NE",0,0,0,0
2011,"Rock County, WI",39,57.6,80,124.4
2011,"Rock Island County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Rockbridge County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Rockcastle County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Rockdale County, GA",43,115.8,85,260.6
2011,"Rockingham County, NC",39,94.2,92,244.2
2011,"Rockingham County, NH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Rockingham County, VA",11,33.4,32,102.4
2011,"Rockland County, NY",145,111.5,289,236.1
2011,"Rockwall County, TX",9,27.3,48,153
2011,"Roger Mills County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Rogers County, OK",13,35.6,38,107
2011,"Rolette County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Rooks County, KS",0,0,0,0
2011,"Roosevelt County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Roosevelt County, NM",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Roscommon County, MI",0,0,10,92.6
2011,"Roseau County, MN",0,0,0,0
2011,"Rosebud County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Ross County, OH",9,29,78,226.5
2011,"Routt County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Rowan County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Rowan County, NC",85,145.2,204,363.1
2011,"Runnels County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Rush County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Rush County, KS",0,0,0,0
2011,"Rusk County, TX",26,124.4,122,512.7
2011,"Rusk County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Russell County, AL",36,153.5,81,379.2
2011,"Russell County, KS",0,0,0,0
2011,"Russell County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Russell County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Rutherford County, NC",20,67.4,32,117.1
2011,"Rutherford County, TN",75,67.3,268,250.5
2011,"Rutland County, VT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Sabine County, TX",7,147.5,9,197.4
2011,"Sabine Parish, LA",5,49,15,150.9
2011,"Sac County, IA",0,0,0,0
2011,"Sacramento County, CA",526,86.9,"2,713",476.3
2011,"Sagadahoc County, ME",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Saginaw County, MI",47,53.9,159,198.9
2011,"Saguache County, CO",0,0,5,189.6
2011,"Salem City, VA",8,69.7,16,157.5
2011,"Salem County, NJ",58,202.6,77,288.1
2011,"Saline County, AR",6,13,34,76.9
2011,"Saline County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Saline County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Saline County, MO",5,50.2,11,114.4
2011,"Saline County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Salt Lake County, UT",231,56.3,"1,362",331.5
2011,"Saluda County, SC",9,108.5,29,351.9
2011,"Sampson County, NC",42,157.2,97,383.6
2011,"San Augustine County, TX",6,155.5,7,192.6
2011,"San Benito County, CA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"San Bernardino County, CA",567,68,"2,253",277.6
2011,"San Diego County, CA","1,098",83.9,"9,833",752.1
2011,"San Francisco County, CA",780,215.6,"12,908",3465.3
2011,"San Jacinto County, TX",10,88.8,22,198.4
2011,"San Joaquin County, CA",211,75.5,832,305.2
2011,"San Juan County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"San Juan County, NM",11,21.1,62,122.6
2011,"San Juan County, UT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"San Juan County, WA",5,68.1,16,231.9
2011,"San Luis Obispo County, CA",40,34.7,572,475.7
2011,"San Mateo County, CA",201,64.2,"1,160",389.5
2011,"San Miguel County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"San Miguel County, NM",5,39.7,33,264.3
2011,"San Patricio County, TX",11,41.9,36,141.3
2011,"San Saba County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Sanborn County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Sanders County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Sandoval County, NM",18,31.9,109,205.8
2011,"Sandusky County, OH",5,19.5,30,121.7
2011,"Sangamon County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Sanilac County, MI",5,27.5,9,50.9
2011,"Sanpete County, UT",0,0,7,59.8
2011,"Santa Barbara County, CA",69,38.8,434,244.5
2011,"Santa Clara County, CA",400,53.5,"2,631",352.2
2011,"Santa Cruz County, AZ",7,35.1,33,187.5
2011,"Santa Cruz County, CA",49,43.1,329,294.6
2011,"Santa Fe County, NM",36,56.3,352,584.1
2011,"Santa Rosa County, FL",26,40.7,154,231.7
2011,"Sarasota County, FL",187,104,603,373.2
2011,"Saratoga County, NY",38,39.8,166,181.9
2011,"Sargent County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Sarpy County, NE",13,20,33,52.3
2011,"Sauk County, WI",7,26.8,15,58.6
2011,"Saunders County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Sawyer County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Schenectady County, NY",121,178.1,137,219.4
2011,"Schleicher County, TX",0,0,0,0
2011,"Schley County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Schoharie County, NY",7,49.6,16,113.4
2011,"Schoolcraft County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Schuyler County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Schuyler County, MO",0,0,0,0
2011,"Schuyler County, NY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Schuylkill County, PA",24,38.3,111,172.8
2011,"Scioto County, OH",6,17.6,40,122.7
2011,"Scotland County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Scotland County, NC",49,316.8,76,522
2011,"Scott County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Scott County, IA",39,55.3,131,196.4
2011,"Scott County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Scott County, IN",8,78.5,18,183.8
2011,"Scott County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Scott County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Scott County, MN",16,30.6,55,106.9
2011,"Scott County, MO",5,29.6,11,71.8
2011,"Scott County, MS",29,245.7,45,409.4
2011,"Scott County, TN",0,0,7,78.8
2011,"Scott County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Scotts Bluff County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Screven County, GA",14,227,13,223.9
2011,"Scurry County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Searcy County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Sebastian County, AR",43,80.6,128,254
2011,"Sedgwick County, CO",0,0,0,0
2011,"Sedgwick County, KS",137,66.8,591,300.3
2011,"Seminole County, FL",228,121.5,697,402.6
2011,"Seminole County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Seminole County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Seneca County, NY",24,167.3,86,542.7
2011,"Seneca County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Sequatchie County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Sequoyah County, OK",5,28.2,25,146.2
2011,"Sevier County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Sevier County, TN",12,30.4,69,184
2011,"Sevier County, UT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Seward County, KS",6,70,16,177.4
2011,"Seward County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Shackelford County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Shannon County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Sharkey County, MS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Sharp County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Shasta County, CA",26,33.8,145,198.3
2011,"Shawano County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Shawnee County, KS",48,62.7,139,198.3
2011,"Sheboygan County, WI",9,18.8,40,83.1
2011,"Shelby County, AL",32,38.2,130,165.6
2011,"Shelby County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Shelby County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Shelby County, IN",6,32.1,17,94.1
2011,"Shelby County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Shelby County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Shelby County, OH",5,24.9,14,71.1
2011,"Shelby County, TN","1,217",302.1,"2,521",705.6
2011,"Shelby County, TX",14,132.5,21,206.3
2011,"Shenandoah County, VA",5,27.2,21,121.2
2011,"Sherburne County, MN",12,34.6,39,107.5
2011,"Sheridan County, KS",0,0,0,0
2011,"Sheridan County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Sheridan County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Sheridan County, NE",0,0,0,0
2011,"Sheridan County, WY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Sherman County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Sherman County, NE",0,0,0,0
2011,"Sherman County, OR",0,0,0,0
2011,"Sherman County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Shiawassee County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Shoshone County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Sibley County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Sierra County, CA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Sierra County, NM",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Silver Bow County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Simpson County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Simpson County, MS",19,163.2,28,262.7
2011,"Sioux County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Sioux County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Sioux County, NE",0,0,0,0
2011,"Siskiyou County, CA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Sitka City and Borough, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Skagit County, WA",13,26.2,58,120
2011,"Skagway Municipality, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Skamania County, WA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Slope County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Smith County, KS",0,0,0,0
2011,"Smith County, MS",5,71.3,9,138
2011,"Smith County, TN",7,86.3,27,348.4
2011,"Smith County, TX",106,117,241,291.3
2011,"Smyth County, VA",9,63.6,24,181
2011,"Snohomish County, WA",134,44.6,539,180.8
2011,"Snyder County, PA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Socorro County, NM",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Solano County, CA",142,81.5,876,510.7
2011,"Somerset County, MD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Somerset County, ME",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Somerset County, NJ",143,102.1,321,245.7
2011,"Somerset County, PA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Somervell County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Sonoma County, CA",129,60.9,981,488
2011,"Southampton County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Southeast Fairbanks Census Area, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Spalding County, GA",23,84.4,40,159.8
2011,"Spartanburg County, SC",192,155.8,470,414.8
2011,"Spencer County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Spencer County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Spink County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Spokane County, WA",39,19.3,309,159.4
2011,"Spotsylvania County, VA",30,57.7,82,167
2011,"St. Bernard Parish, LA",32,201.9,82,513.9
2011,"St. Charles County, MO",43,28,175,120
2011,"St. Charles Parish, LA",23,105.4,61,292.2
2011,"St. Clair County, AL",17,48.5,54,156
2011,"St. Clair County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"St. Clair County, MI",17,24.6,65,97.1
2011,"St. Clair County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"St. Croix County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"St. Francis County, AR",8,76.7,28,217.7
2011,"St. Francois County, MO",12,47,82,276.4
2011,"St. Helena Parish, LA",5,107,14,320.9
2011,"St. James Parish, LA",19,204.2,31,358.3
2011,"St. John The Baptist Parish, LA",50,263.3,78,443.4
2011,"St. Johns County, FL",83,96.9,152,190.4
2011,"St. Joseph County, IN",141,123.1,282,267.3
2011,"St. Joseph County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"St. Landry Parish, LA",88,248.8,139,439.8
2011,"St. Lawrence County, NY",22,46.8,228,471.5
2011,"St. Louis City, MO",390,276.3,"1,992",1538.9
2011,"St. Louis County, MN",32,37.1,71,82.3
2011,"St. Louis County, MO",290,64.7,"1,371",350.5
2011,"St. Lucie County, FL",648,530,789,688.5
2011,"St. Martin Parish, LA",17,77.5,62,294.9
2011,"St. Mary Parish, LA",23,101.9,46,209.7
2011,"St. Mary's County, MD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"St. Tammany Parish, LA",60,59.7,254,271
2011,"Stafford County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Stafford County, VA",34,64,88,164.6
2011,"Stanislaus County, CA",95,45,385,189.8
2011,"Stanley County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
