Year,Geography,Female,,Male,
2011,"Moore County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Mora County, NM",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Morehouse Parish, LA",18,151.6,38,356.7
2011,"Morgan County, AL",26,51.1,69,141.7
2011,"Morgan County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Morgan County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Morgan County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Morgan County, IN",10,34.3,35,124.2
2011,"Morgan County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Morgan County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Morgan County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Morgan County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Morgan County, UT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Morgan County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Morrill County, NE",0,0,0,0
2011,"Morris County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Morris County, NJ",159,74.5,450,223.3
2011,"Morris County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Morrison County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Morrow County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Morrow County, OR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Morton County, KS",0,0,0,0
2011,"Morton County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Motley County, TX",0,0,0,0
2011,"Moultrie County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Mountrail County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Mower County, MN",5,30.9,12,75.3
2011,"Muhlenberg County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Multnomah County, OR",269,83.1,"2,724",870.9
2011,"Murray County, GA",6,36.9,23,147.2
2011,"Murray County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Murray County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Muscatine County, IA",0,0,10,58.2
2011,"Muscogee County, GA",265,319.9,500,654.1
2011,"Muskegon County, MI",27,37.6,101,146.8
2011,"Muskingum County, OH",13,34.7,48,139.4
2011,"Muskogee County, OK",18,60,44,156.6
2011,"Musselshell County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Nacogdoches County, TX",32,111.2,65,255
2011,"Nance County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Nantucket County, MA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Napa County, CA",31,53.2,180,313.9
2011,"Nash County, NC",85,203.3,167,437.7
2011,"Nassau County, FL",32,99.4,55,178.2
2011,"Nassau County, NY",847,143.2,"1,615",297
2011,"Natchitoches Parish, LA",45,261,62,408.6
2011,"Natrona County, WY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Navajo County, AZ",17,39.9,61,143.4
2011,"Navarro County, TX",17,85.3,60,316.4
2011,"Nelson County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Nelson County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Nelson County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Nemaha County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Nemaha County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Neosho County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Neshoba County, MS",8,64.5,27,242.5
2011,"Ness County, KS",0,0,0,0
2011,"Nevada County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Nevada County, CA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"New Castle County, DE",704,297.7,"1,313",604
2011,"New Hanover County, NC",146,158.7,392,465.6
2011,"New Haven County, CT",228,59.5,505,144.6
2011,"New Kent County, VA",5,63.7,10,124
2011,"New London County, CT",68,58.1,145,125.4
2011,"New Madrid County, MO",7,85.3,5,67.8
2011,"New York County, NY","4,588",599.8,"21,097",3165
2011,"Newaygo County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Newberry County, SC",32,197.4,68,448
2011,"Newport County, RI",20,53.8,66,188.2
2011,"Newport News City, VA",215,277.5,477,674.2
2011,"Newton County, AR",0,0,5,142.4
2011,"Newton County, GA",47,109.9,112,298.6
2011,"Newton County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Newton County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Newton County, MS",12,131.1,26,314.3
2011,"Newton County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Nez Perce County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Niagara County, NY",52,54.5,111,125.1
2011,"Nicholas County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Nicholas County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Nicollet County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Niobrara County, WY",0,0,0,0
2011,"Noble County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Noble County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Noble County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Nobles County, MN",13,153.2,9,100.1
2011,"Nodaway County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Nolan County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Nome Census Area, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Norfolk City, VA",476,482.6,"1,115",1042.2
2011,"Norfolk County, MA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Norman County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"North Slope Borough, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Northampton County, NC",26,265.6,57,633.2
2011,"Northampton County, PA",118,90.4,188,152.7
2011,"Northampton County, VA",9,159.6,16,322.7
2011,"Northumberland County, PA",11,27.1,60,149.2
2011,"Northumberland County, VA",12,209.3,13,245.6
2011,"Northwest Arctic Borough, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Norton City, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Norton County, KS",0,0,5,179.9
2011,"Nottoway County, VA",8,127.2,32,441.2
2011,"Nowata County, OK",0,0,11,255.1
2011,"Noxubee County, MS",6,124.5,23,527.6
2011,"Nuckolls County, NE",0,0,0,0
2011,"Nueces County, TX",113,78.7,395,290
2011,"Nye County, NV",20,107.8,33,169.2
2011,"O'brien County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Oakland County, MI",285,53.8,"1,246",254.8
2011,"Obion County, TN",5,36,9,70.4
2011,"Ocean County, NJ",186,73.5,338,149.1
2011,"Oceana County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Ochiltree County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Oconee County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Oconee County, SC",15,46.5,56,180.7
2011,"Oconto County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Ogemaw County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Oglala Lakota County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Ogle County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Oglethorpe County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Ohio County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Ohio County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Ohio County, WV",10,49.5,26,143.7
2011,"Okaloosa County, FL",68,88.9,256,331.9
2011,"Okanogan County, WA",6,35.2,30,173.9
2011,"Okeechobee County, FL",28,182.8,79,441.9
2011,"Okfuskee County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Oklahoma County, OK",301,98.5,"1,443",504.2
2011,"Okmulgee County, OK",6,36,25,155
2011,"Oktibbeha County, MS",19,91.6,39,190.1
2011,"Oldham County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Oldham County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Oliver County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Olmsted County, MN",27,44.1,174,302.9
2011,"Oneida County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Oneida County, NY",106,105.8,461,468.1
2011,"Oneida County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Onondaga County, NY",307,148.9,587,312.6
2011,"Onslow County, NC",71,108.9,136,163.2
2011,"Ontario County, NY",21,44.3,58,129.8
2011,"Ontonagon County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Orange County, CA",757,58.6,"5,478",440.3
2011,"Orange County, FL","1,689",338.3,"4,890",1026.6
2011,"Orange County, IN",0,0,14,170.9
2011,"Orange County, NC",61,100.1,179,330.4
2011,"Orange County, NY",274,179.5,551,365.8
2011,"Orange County, TX",23,66.8,71,212
2011,"Orange County, VA",6,40.9,25,180.7
2011,"Orange County, VT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Orangeburg County, SC",148,360,315,891
2011,"Oregon County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Orleans County, NY",175,950.1,73,407.3
2011,"Orleans County, VT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Orleans Parish, LA","1,060",663,"3,027",2086.2
2011,"Osage County, KS",0,0,5,75.1
2011,"Osage County, MO",0,0,0,0
2011,"Osage County, OK",16,80.9,84,421.5
2011,"Osborne County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Osceola County, FL",272,232,540,485.3
2011,"Osceola County, IA",0,0,0,0
2011,"Osceola County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Oscoda County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Oswego County, NY",17,32.8,79,154.5
2011,"Otero County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Otero County, NM",8,30.3,50,183.9
2011,"Otoe County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Otsego County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Otsego County, NY",16,56.6,36,137.5
2011,"Ottawa County, KS",7,283.4,11,426.3
2011,"Ottawa County, MI",19,16.9,74,69.8
2011,"Ottawa County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Ottawa County, OK",0,0,9,71
2011,"Otter Tail County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Ouachita County, AR",7,61.3,29,290.2
2011,"Ouachita Parish, LA",181,272.9,306,516.4
2011,"Ouray County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Outagamie County, WI",14,19,59,81.4
2011,"Overton County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Owen County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Owen County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Owsley County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Owyhee County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Oxford County, ME",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Ozark County, MO",0,0,8,192
2011,"Ozaukee County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pacific County, WA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Page County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Page County, VA",6,57.5,10,100.6
2011,"Palm Beach County, FL","2,640",442.2,"4,268",776.1
2011,"Palo Alto County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Palo Pinto County, TX",5,42,26,230.8
2011,"Pamlico County, NC",5,88.4,20,337.3
2011,"Panola County, MS",20,136,37,280.4
2011,"Panola County, TX",13,129.8,14,144
2011,"Park County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Park County, MT",0,0,0,0
2011,"Park County, WY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Parke County, IN",11,140.2,10,150
2011,"Parker County, TX",16,33.1,77,156
2011,"Parmer County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pasco County, FL",175,84.9,522,272.7
2011,"Pasquotank County, NC",20,115.2,72,440.9
2011,"Passaic County, NJ",803,372.9,"1,257",632.4
2011,"Patrick County, VA",5,61.4,9,115.8
2011,"Paulding County, GA",15,25.7,31,56.6
2011,"Paulding County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pawnee County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pawnee County, NE",0,0,0,0
2011,"Pawnee County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Payette County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Payne County, OK",11,33.4,35,102.5
2011,"Peach County, GA",23,190.1,43,387.3
2011,"Pearl River County, MS",38,162.7,58,258.4
2011,"Pecos County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pembina County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pemiscot County, MO",7,89.4,12,177
2011,"Pend Oreille County, WA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pender County, NC",18,80.2,57,256.1
2011,"Pendleton County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pendleton County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pennington County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pennington County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Penobscot County, ME",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Peoria County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pepin County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Perkins County, NE",0,0,0,0
2011,"Perkins County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Perquimans County, NC",9,148.6,15,272.7
2011,"Perry County, AL",9,193.4,7,173.7
2011,"Perry County, AR",0,0,5,115.3
2011,"Perry County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Perry County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Perry County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Perry County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Perry County, MS",9,172.6,10,207
2011,"Perry County, OH",5,33.4,15,101.3
2011,"Perry County, PA",6,31,22,114
2011,"Perry County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pershing County, NV",0,0,13,346.3
2011,"Person County, NC",14,81.1,50,314.6
2011,"Petersburg Census Area, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Petersburg City, VA",70,471.3,192,1551.8
2011,"Petroleum County, MT",0,0,0,0
2011,"Pettis County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Phelps County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Phelps County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Philadelphia County, PA","2,528",366.3,"6,794",1133
2011,"Phillips County, AR",23,245.4,24,304.2
2011,"Phillips County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Phillips County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Phillips County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Piatt County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pickaway County, OH",9,40.6,186,750.9
2011,"Pickens County, AL",7,81.7,16,208.4
2011,"Pickens County, GA",0,0,14,116
2011,"Pickens County, SC",29,56.3,94,184.2
2011,"Pickett County, TN",0,0,0,0
2011,"Pierce County, GA",7,89.2,11,148.7
2011,"Pierce County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pierce County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pierce County, WA",168,49.9,703,216.9
2011,"Pierce County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pike County, AL",27,181.4,45,335.7
2011,"Pike County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pike County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pike County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pike County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pike County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pike County, MO",0,0,12,136.7
2011,"Pike County, MS",59,340.9,78,511
2011,"Pike County, OH",5,41.5,16,138.2
2011,"Pike County, PA",22,89,39,160.8
2011,"Pima County, AZ",269,63.5,"1,697",419.9
2011,"Pinal County, AZ",71,49.2,649,399.8
2011,"Pine County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pinellas County, FL",771,182.6,"2,703",704.5
2011,"Pipestone County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Piscataquis County, ME",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pitkin County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pitt County, NC",136,177.4,323,489
2011,"Pittsburg County, OK",7,37,28,143.5
2011,"Pittsylvania County, VA",34,123.3,71,267.4
2011,"Piute County, UT",0,0,0,0
2011,"Placer County, CA",35,22.9,144,100.3
2011,"Plaquemines Parish, LA",8,83.7,27,286.3
2011,"Platte County, MO",14,36.5,78,211.9
2011,"Platte County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Platte County, WY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pleasants County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Plumas County, CA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Plymouth County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Plymouth County, MA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pocahontas County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pocahontas County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Poinsett County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pointe Coupee Parish, LA",22,222,24,264.9
2011,"Polk County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Polk County, FL",618,236.4,"1,115",450.8
2011,"Polk County, GA",6,35.4,7,43.2
2011,"Polk County, IA",116,63.3,476,275
2011,"Polk County, MN",0,0,10,76.1
2011,"Polk County, MO",5,37.6,6,47.5
2011,"Polk County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Polk County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Polk County, OR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Polk County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Polk County, TX",26,145.1,61,293.4
2011,"Polk County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pondera County, MT",0,0,0,0
2011,"Pontotoc County, MS",5,40.4,20,170.6
2011,"Pontotoc County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pope County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pope County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pope County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Poquoson City, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Portage County, OH",9,12.6,73,108.2
2011,"Portage County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Porter County, IN",22,31.1,97,144.3
2011,"Portsmouth City, VA",140,338.5,341,909.9
2011,"Posey County, IN",0,0,8,75
2011,"Pottawatomie County, KS",0,0,14,164.4
2011,"Pottawatomie County, OK",17,56,35,129.1
2011,"Pottawattamie County, IA",8,20.2,37,98.3
2011,"Potter County, PA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Potter County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Potter County, TX",48,101.8,198,398.4
2011,"Powder River County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Powell County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Powell County, MT",0,0,8,204.6
2011,"Power County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Poweshiek County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Powhatan County, VA",5,45.2,70,534.6
2011,"Prairie County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Prairie County, MT",0,0,0,0
2011,"Pratt County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Preble County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Prentiss County, MS",6,55,14,137.2
2011,"Presidio County, TX",0,0,5,165.9
2011,"Presque Isle County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Preston County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Price County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Prince Edward County, VA",12,121.5,28,289.2
2011,"Prince George County, VA",30,219.1,60,350.7
2011,"Prince George's County, MD","1,319",345.2,"2,301",667.9
2011,"Prince William County, VA",226,135.1,386,235.7
2011,"Prince of Wales-Hyder Census Area, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Providence County, RI",482,173.4,"1,201",471.6
2011,"Prowers County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pueblo County, CO",28,41.2,116,179.6
2011,"Pulaski County, AR",302,180,"1,105",730
2011,"Pulaski County, GA",7,119.9,8,190.4
2011,"Pulaski County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pulaski County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pulaski County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Pulaski County, MO",5,26.6,25,99.9
2011,"Pulaski County, VA",5,32.8,20,134.9
2011,"Pushmataha County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Putnam County, FL",112,356.8,122,400.2
2011,"Putnam County, GA",6,64.9,10,116
2011,"Putnam County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Putnam County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Putnam County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Putnam County, NY",28,65.9,86,205.2
2011,"Putnam County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Putnam County, TN",8,25.4,27,89.1
2011,"Putnam County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Quay County, NM",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Queen Anne's County, MD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Queens County, NY","3,953",395.6,"9,897",1075.4
2011,"Quitman County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Quitman County, MS",11,314.3,22,714.6
2011,"Rabun County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Racine County, WI",28,34.2,125,158.1
2011,"Radford City, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Rains County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Raleigh County, WV",28,83.1,90,268.2
2011,"Ralls County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Ramsey County, MN",320,143.7,786,382.8
2011,"Ramsey County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Randall County, TX",15,28.7,67,136.7
2011,"Randolph County, AL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Randolph County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Randolph County, GA",11,313.6,14,493.8
2011,"Randolph County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Randolph County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Randolph County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Randolph County, NC",49,81.6,138,240.7
2011,"Randolph County, WV",8,65.1,20,152.5
2011,"Rankin County, MS",133,215.6,339,599.7
2011,"Ransom County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Rapides Parish, LA",147,260.4,215,419
2011,"Rappahannock County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Ravalli County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Rawlins County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Ray County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Reagan County, TX",0,0,0,0
2011,"Real County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Red Lake County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Red River County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Red River Parish, LA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Red Willow County, NE",0,0,0,0
2011,"Redwood County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Reeves County, TX",0,0,34,473.7
2011,"Refugio County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Reno County, KS",5,18.7,27,101
2011,"Rensselaer County, NY",89,128.3,168,251
2011,"Renville County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Renville County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Republic County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Reynolds County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Rhea County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Rice County, KS",0,0,6,142.6
2011,"Rice County, MN",11,41.7,48,174.3
2011,"Rich County, UT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Richardson County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Richland County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Richland County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Richland County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Richland County, OH",21,40.9,101,192.3
2011,"Richland County, SC",754,446.5,"2,055",1306
2011,"Richland County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2011,"Richland Parish, LA",14,157.1,20,246
2011,"Richmond City, VA",485,518.7,"1,307",1561
