,Geography,Avg_Cases_Before,Avg_Rate_Before,Avg_Cases_After,Avg_Rate_After,Difference_Cases,Difference_Rates
1166,Bear Lake County ID,0.0,0.0,0.0,0.0,0.0,0.0
1167,Beadle County SD,0.0,0.0,0.0,0.0,0.0,0.0
1168,Baylor County TX,0.0,0.0,0.0,0.0,0.0,0.0
1169,Bayfield County WI,0.0,0.0,0.0,0.0,0.0,0.0
1170,Bath County VA,0.0,0.0,0.0,0.0,0.0,0.0
1171,Barton County MO,0.0,0.0,0.0,0.0,0.0,0.0
1172,Barton County KS,0.0,0.0,0.0,0.0,0.0,0.0
1173,Barry County MO,0.0,0.0,0.0,0.0,0.0,0.0
1174,Barry County MI,0.0,0.0,0.0,0.0,0.0,0.0
1175,Barron County WI,0.0,0.0,0.0,0.0,0.0,0.0
1176,Barnes County ND,0.0,0.0,0.0,0.0,0.0,0.0
1177,Barbour County WV,0.0,0.0,0.0,0.0,0.0,0.0
1178,Baraga County MI,0.0,0.0,0.0,0.0,0.0,0.0
1179,Banner County NE,0.0,0.0,0.0,0.0,0.0,0.0
1180,Baker County OR,0.0,0.0,0.0,0.0,0.0,0.0
1181,Baca County CO,0.0,0.0,0.0,0.0,0.0,0.0
1182,Aurora County SD,0.0,0.0,0.0,0.0,0.0,0.0
1183,Audubon County IA,0.0,0.0,0.0,0.0,0.0,0.0
1184,Atoka County OK,0.0,0.0,0.0,0.0,0.0,0.0
1185,Atchison County MO,0.0,0.0,0.0,0.0,0.0,0.0
1186,Atchison County KS,0.0,0.0,0.0,0.0,0.0,0.0
1187,Ashland County WI,0.0,0.0,0.0,0.0,0.0,0.0
1188,Ashe County NC,0.0,0.0,0.0,0.0,0.0,0.0
1189,Arthur County NE,0.0,0.0,0.0,0.0,0.0,0.0
1190,Armstrong County TX,0.0,0.0,0.0,0.0,0.0,0.0
1191,Arenac County MI,0.0,0.0,0.0,0.0,0.0,0.0
1192,Archuleta County CO,0.0,0.0,0.0,0.0,0.0,0.0
1193,Archer County TX,0.0,0.0,0.0,0.0,0.0,0.0
1194,Aransas County TX,0.0,0.0,2.0,11.4,-2.0,-11.4
1195,Appomattox County VA,0.0,0.0,0.0,0.0,0.0,0.0
1196,Appling County GA,3.0,20.0,0.0,0.0,3.0,20.0
1197,Appanoose County IA,0.0,0.0,0.0,0.0,0.0,0.0
1198,Antrim County MI,0.0,0.0,0.0,0.0,0.0,0.0
1199,Antelope County NE,0.0,0.0,0.0,0.0,0.0,0.0
1200,Anderson County KS,0.0,0.0,0.0,0.0,0.0,0.0
1201,Amelia County VA,0.0,0.0,0.0,0.0,0.0,0.0
1202,Alpine County CA,0.0,0.0,0.0,0.0,0.0,0.0
1203,Allen County KS,0.0,0.0,0.0,0.0,0.0,0.0
1204,Alleghany County NC,0.0,0.0,0.0,0.0,0.0,0.0
1205,Allamakee County IA,0.0,0.0,0.0,0.0,0.0,0.0
1206,Alger County MI,0.0,0.0,0.0,0.0,0.0,0.0
1207,Alfalfa County OK,0.0,0.0,0.0,0.0,0.0,0.0
1208,Alexander County IL,0.0,0.0,0.0,0.0,0.0,0.0
1209,Alcona County MI,0.0,0.0,0.0,0.0,0.0,0.0
1210,Aitkin County MN,0.0,0.0,0.0,0.0,0.0,0.0
1211,Addison County VT,0.0,0.0,0.0,0.0,0.0,0.0
1212,Adams County WI,0.0,0.0,0.0,0.0,0.0,0.0
1213,Adams County OH,0.0,0.0,0.0,0.0,0.0,0.0
1214,Adams County ND,0.0,0.0,0.0,0.0,0.0,0.0
1215,Adams County IN,0.0,0.0,0.0,0.0,0.0,0.0
1216,Adams County IL,0.0,0.0,3.0,5.4,-3.0,-5.4
1217,Adams County IA,0.0,0.0,0.0,0.0,0.0,0.0
1218,Adair County OK,0.0,0.0,0.0,0.0,0.0,0.0
1219,Adair County MO,0.0,0.0,0.0,0.0,0.0,0.0
1220,Adair County IA,0.0,0.0,0.0,0.0,0.0,0.0
1221,Miami-Dade County FL,1247.0,58.7,1203.0,52.2,44.0,6.5
1222,Harris County TX,1272.0,39.0,1216.0,33.3,56.0,5.700000000000003
1223,Cook County IL,1272.0,29.3,1086.0,24.8,186.0,4.5
1224,Williamsburg County SC,11.0,36.8,9.0,34.2,2.0,2.5999999999999943
1225,Vigo County IN,8.0,8.8,9.0,9.8,-1.0,-1.0
1226,Sumter County FL,11.0,14.2,12.0,10.8,-1.0,3.3999999999999986
1227,Sampson County NC,8.0,16.5,10.0,19.1,-2.0,-2.6000000000000014
1228,Rensselaer County NY,11.0,8.3,8.0,5.7,3.0,2.6000000000000005
1229,Nacogdoches County TX,10.0,18.3,8.0,15.4,2.0,2.9000000000000004
1230,Monroe County IN,9.0,7.9,9.0,7.2,0.0,0.7000000000000002
1231,Mohave County AZ,11.0,6.6,9.0,4.8,2.0,1.7999999999999998
1232,Middlesex County CT,11.0,7.8,8.0,5.7,3.0,2.0999999999999996
1233,Marion County SC,8.0,31.0,6.0,21.7,2.0,9.3
1234,Laurens County GA,14.0,36.4,9.0,23.1,5.0,13.299999999999997
1235,Kitsap County WA,8.0,4.0,8.0,3.8,0.0,0.20000000000000018
1236,Kankakee County IL,10.0,10.8,9.0,9.7,1.0,1.1000000000000014
1237,Johnston County NC,12.0,9.1,14.0,8.8,-2.0,0.29999999999999893
1238,Hoke County NC,10.0,27.8,7.0,17.8,3.0,10.0
1239,Highlands County FL,10.0,12.0,6.0,7.2,4.0,4.8
1240,Harris County GA,7.0,27.3,5.0,17.0,2.0,10.3
1241,Hall County GA,10.0,7.2,15.0,9.3,-5.0,-2.1000000000000005
1242,Greene County OH,9.0,6.4,10.0,7.0,-1.0,-0.5999999999999996
1243,Elmore County AL,9.0,13.1,8.0,11.7,1.0,1.4000000000000004
1244,Elkhart County IN,9.0,5.7,10.0,6.1,-1.0,-0.39999999999999947
1245,Delaware County OH,9.0,6.2,6.0,3.7,3.0,2.5
1246,Copiah County MS,7.0,29.4,6.0,26.8,1.0,2.599999999999998
1247,Columbus County NC,10.0,22.2,9.0,18.3,1.0,3.8999999999999986
1248,Clark County OH,8.0,6.9,8.0,6.7,0.0,0.20000000000000018
1249,Charlottesville City VA,8.0,20.2,10.0,23.3,-2.0,-3.1000000000000014
1250,Cayuga County NY,7.0,10.8,2.0,3.8,5.0,7.000000000000001
1251,Cape May County NJ,10.0,11.3,6.0,7.3,4.0,4.000000000000001
1252,Buchanan County MO,8.0,11.0,8.0,10.8,0.0,0.1999999999999993
1253,Boone County MO,9.0,6.6,12.0,8.2,-3.0,-1.5999999999999996
1254,Angelina County TX,10.0,14.7,10.0,13.6,0.0,1.0999999999999996
1255,Acadia Parish LA,8.0,16.4,8.0,15.4,0.0,0.9999999999999982
1256,Norfolk City VA,90.0,45.3,76.0,36.5,14.0,8.799999999999997
1257,Nassau County NY,120.0,10.6,103.0,9.0,17.0,1.5999999999999996
1258,New Haven County CT,98.0,13.6,84.0,11.5,14.0,2.0999999999999996
1259,Fresno County CA,103.0,14.1,116.0,15.1,-13.0,-1.0
1260,St. Louis County MO,114.0,13.6,109.0,13.0,5.0,0.5999999999999996
1261,Oklahoma County OK,108.0,18.4,110.0,17.5,-2.0,0.8999999999999986
1262,Pulaski County AR,89.0,28.2,109.0,33.5,-20.0,-5.300000000000001
1263,Monroe County NY,90.0,14.3,60.0,9.5,30.0,4.800000000000001
1264,Mobile County AL,95.0,28.2,84.0,24.4,11.0,3.8000000000000007
1265,Erie County NY,101.0,12.9,86.0,11.0,15.0,1.9000000000000004
1266,Polk County FL,102.0,20.7,99.0,17.8,3.0,2.8999999999999986
1267,Delaware County PA,94.0,20.1,66.0,14.0,28.0,6.100000000000001
1268,York County ME,9.0,5.2,5.0,3.1,4.0,2.1
1269,Wichita County TX,10.0,9.4,10.0,9.3,0.0,0.09999999999999964
1270,Washington County FL,9.0,45.6,7.0,34.7,2.0,10.899999999999999
1271,Vanderburgh County IN,12.0,8.0,10.0,6.7,2.0,1.2999999999999998
1272,Tulare County CA,22.0,6.6,33.0,9.2,-11.0,-2.5999999999999996
1273,Sebastian County AR,8.0,8.1,10.0,9.5,-2.0,-1.4000000000000004
1274,Scott County IA,9.0,6.9,10.0,6.8,-1.0,0.10000000000000053
1275,Santa Rosa County FL,11.0,8.7,11.0,7.5,0.0,1.1999999999999993
1276,Russell County AL,12.0,26.9,9.0,19.5,3.0,7.399999999999999
1277,Randolph County NC,8.0,6.8,7.0,6.0,1.0,0.7999999999999998
1278,Osage County OK,8.0,20.8,1.0,3.1,7.0,17.7
1279,Okaloosa County FL,16.0,10.5,15.0,9.0,1.0,1.5
1280,Napa County CA,9.0,8.2,8.0,6.7,1.0,1.4999999999999991
1281,Mclean County IL,10.0,6.9,13.0,8.9,-3.0,-2.0
1282,Mckinley County NM,10.0,17.7,11.0,18.7,-1.0,-1.0
1283,Martin County FL,14.0,11.3,12.0,8.5,2.0,2.8000000000000007
1284,Lowndes County MS,9.0,19.0,8.0,15.4,1.0,3.5999999999999996
1285,Loudoun County VA,17.0,6.9,16.0,5.4,1.0,1.5
1286,Limestone County AL,12.0,18.9,7.0,8.8,5.0,10.099999999999998
1287,Lenoir County NC,10.0,21.0,9.0,18.6,1.0,2.3999999999999986
1288,Kenosha County WI,8.0,5.7,10.0,7.3,-2.0,-1.5999999999999996
1289,Jones County TX,9.0,50.8,8.0,48.7,1.0,2.0999999999999943
1290,Hernando County FL,10.0,6.6,13.0,8.3,-3.0,-1.700000000000001
1291,Frederick County MD,20.0,10.5,16.0,7.6,4.0,2.9000000000000004
1292,Franklin County NC,7.0,14.7,6.0,11.8,1.0,2.8999999999999986
1293,Etowah County AL,9.0,9.8,9.0,9.9,0.0,-0.09999999999999964
1294,Darlington County SC,16.0,27.7,12.0,21.2,4.0,6.5
1295,Craighead County AR,8.0,10.2,9.0,10.3,-1.0,-0.10000000000000142
1296,Coryell County TX,11.0,17.5,10.0,15.8,1.0,1.6999999999999993
1297,Clay County MO,15.0,8.3,15.0,7.7,0.0,0.6000000000000005
1298,Suffolk County NY,110.0,8.8,108.0,8.5,2.0,0.3000000000000007
1299,Contra Costa County CA,100.0,11.5,100.0,10.6,0.0,0.9000000000000004
1300,Chatham County GA,100.0,46.0,83.0,34.8,17.0,11.200000000000003
1301,Multnomah County OR,128.0,20.5,96.0,14.2,32.0,6.300000000000001
1302,Fairfax County VA,118.0,13.4,86.0,9.2,32.0,4.200000000000001
1303,Oakland County MI,107.0,10.6,98.0,9.2,9.0,1.4000000000000004
1304,Ware County GA,8.0,25.6,6.0,19.3,2.0,6.300000000000001
1305,Ulster County NY,13.0,8.1,10.0,6.4,3.0,1.6999999999999993
1306,Thurston County WA,10.0,4.6,8.0,3.5,2.0,1.0999999999999996
1307,St. James Parish LA,6.0,34.6,6.0,34.8,0.0,-0.19999999999999574
1308,Sangamon County IL,13.0,8.1,13.0,7.8,0.0,0.2999999999999998
1309,Putnam County FL,16.0,25.7,9.0,14.1,7.0,11.6
1310,Onslow County NC,14.0,9.4,18.0,11.8,-4.0,-2.4000000000000004
1311,Monroe County PA,13.0,9.3,10.0,7.2,3.0,2.1000000000000005
1312,Madison County MS,12.0,15.5,14.0,17.2,-2.0,-1.6999999999999993
1313,Lee County AL,17.0,14.7,18.0,13.5,-1.0,1.1999999999999993
1314,Johnson County IN,10.0,9.2,6.0,5.1,4.0,4.1
1315,Harrison County TX,8.0,15.4,6.0,11.5,2.0,3.9000000000000004
1316,Faulkner County AR,10.0,11.1,13.0,12.9,-3.0,-1.8000000000000007
1317,Emanuel County GA,11.0,59.7,6.0,32.7,5.0,27.0
1318,Decatur County GA,10.0,45.3,6.0,28.7,4.0,16.599999999999998
1319,Coahoma County MS,11.0,54.1,9.0,48.2,2.0,5.899999999999999
1320,Calhoun County AL,13.0,13.0,9.0,9.1,4.0,3.9000000000000004
1321,Westchester County NY,121.0,15.3,103.0,12.6,18.0,2.700000000000001
1322,Hinds County MS,114.0,56.8,104.0,52.1,10.0,4.699999999999996
1323,St. Louis City MO,129.0,45.8,106.0,39.9,23.0,5.899999999999999
1324,Jefferson Parish LA,105.0,28.7,102.0,27.8,3.0,0.8999999999999986
1325,Allegheny County PA,130.0,12.3,112.0,10.6,18.0,1.700000000000001
1326,Guilford County NC,120.0,29.7,116.0,26.6,4.0,3.099999999999998
1327,Webb County TX,26.0,14.0,33.0,16.3,-7.0,-2.3000000000000007
1328,Taylor County TX,11.0,10.5,10.0,9.3,1.0,1.1999999999999993
1329,Sumner County TN,10.0,7.9,8.0,5.5,2.0,2.4000000000000004
1330,Orange County NC,13.0,11.6,10.0,8.4,3.0,3.1999999999999993
1331,Lynchburg City VA,10.0,15.3,9.0,12.7,1.0,2.6000000000000014
1332,Jackson County FL,14.0,32.5,8.0,20.2,6.0,12.3
1333,Glynn County GA,17.0,26.8,16.0,23.0,1.0,3.8000000000000007
1334,Desoto County FL,9.0,31.9,2.0,8.2,7.0,23.7
1335,Comanche County OK,10.0,10.7,10.0,9.9,0.0,0.7999999999999989
1336,Cleveland County NC,11.0,13.9,9.0,11.1,2.0,2.8000000000000007
1337,Catawba County NC,13.0,9.9,11.0,8.6,2.0,1.3000000000000007
1338,Broome County NY,12.0,6.8,13.0,7.5,-1.0,-0.7000000000000002
1339,Baldwin County AL,14.0,9.4,13.0,7.4,1.0,2.0
1340,Allen County IN,20.0,6.9,23.0,7.8,-3.0,-0.8999999999999995
1341,Gwinnett County GA,110.0,17.2,130.0,17.9,-20.0,-0.6999999999999993
1342,Jackson County MO,136.0,24.1,108.0,18.8,28.0,5.300000000000001
1343,Milwaukee County WI,130.0,16.7,124.0,15.9,6.0,0.7999999999999989
1344,Jefferson County KY,140.0,22.9,141.0,21.9,-1.0,1.0
1345,Yolo County CA,11.0,6.8,14.0,7.6,-3.0,-0.7999999999999998
1346,Washington County MS,14.0,33.5,10.0,26.6,4.0,6.899999999999999
1347,San Luis Obispo County CA,18.0,7.8,14.0,5.7,4.0,2.0999999999999996
1348,Potter County TX,14.0,14.1,14.0,15.1,0.0,-1.0
1349,Mchenry County IL,8.0,3.1,9.0,3.5,-1.0,-0.3999999999999999
1350,Lane County OR,12.0,3.9,12.0,3.8,0.0,0.10000000000000009
1351,Indian River County FL,15.0,12.7,12.0,8.8,3.0,3.8999999999999986
1352,Imperial County CA,15.0,11.0,24.0,16.6,-9.0,-5.600000000000001
1353,Granville County NC,17.0,34.3,10.0,19.6,7.0,14.699999999999996
1354,Fayette County GA,16.0,17.9,14.0,14.7,2.0,3.1999999999999993
1355,Davis County UT,10.0,4.6,9.0,3.4,1.0,1.1999999999999997
1356,Crittenden County AR,12.0,29.3,10.0,26.2,2.0,3.1000000000000014
1357,Berrien County GA,10.0,69.8,3.0,19.0,7.0,50.8
1358,Middlesex County MA,144.0,11.3,133.0,9.7,11.0,1.6000000000000014
1359,Richland County SC,134.0,42.0,114.0,33.2,20.0,8.799999999999997
1360,Union County FL,12.0,93.0,11.0,82.3,1.0,10.700000000000003
1361,Suffolk City VA,16.0,23.3,12.0,16.5,4.0,6.800000000000001
1362,Peoria County IL,15.0,9.9,12.0,7.6,3.0,2.3000000000000007
1363,Nash County NC,17.0,21.0,13.0,16.4,4.0,4.600000000000001
1364,Kanawha County WV,15.0,9.4,14.0,8.9,1.0,0.5
1365,Jones County MS,9.0,16.4,9.0,16.5,0.0,-0.10000000000000142
1366,Jefferson County CO,22.0,4.9,29.0,5.9,-7.0,-1.0
1367,Jefferson County AR,12.0,18.9,12.0,20.2,0.0,-1.3000000000000007
1368,Gadsden County FL,18.0,45.8,13.0,32.8,5.0,13.0
1369,Dale County AL,12.0,30.2,11.0,27.2,1.0,3.0
1370,Columbia County FL,12.0,20.6,9.0,15.9,3.0,4.700000000000001
1371,Centre County PA,11.0,8.2,7.0,5.0,4.0,3.1999999999999993
1372,Santa Clara County CA,147.0,10.0,152.0,9.5,-5.0,0.5
1373,Denver County CO,164.0,32.5,136.0,23.6,28.0,8.899999999999999
1374,Hamilton County OH,142.0,20.8,162.0,24.0,-20.0,-3.1999999999999993
1375,Yuma County AZ,13.0,8.4,12.0,7.4,1.0,1.0
1376,Winnebago County IL,19.0,8.0,23.0,9.5,-4.0,-1.5
1377,Wicomico County MD,11.0,14.1,12.0,14.0,-1.0,0.09999999999999964
1378,Outagamie County WI,16.0,10.9,6.0,4.1,10.0,6.800000000000001
1379,Newton County GA,15.0,18.4,16.0,18.5,-1.0,-0.10000000000000142
1380,Madison County IL,17.0,7.5,16.0,6.9,1.0,0.5999999999999996
1381,Hillsborough County NH,20.0,5.9,17.0,4.8,3.0,1.1000000000000005
1382,Cumberland County PA,11.0,5.3,10.0,4.6,1.0,0.7000000000000002
1383,Bullitt County KY,11.0,17.1,5.0,7.3,6.0,9.8
1384,Benton County AR,13.0,7.2,9.0,4.5,4.0,2.7
1385,Bee County TX,15.0,56.5,9.0,32.6,6.0,23.9
1386,Beaufort County SC,19.0,14.2,16.0,10.3,3.0,3.8999999999999986
1387,Anderson County SC,14.0,8.8,14.0,8.9,0.0,-0.09999999999999964
1388,Alamance County NC,20.0,16.3,18.0,13.8,2.0,2.5
1389,Cobb County GA,161.0,28.2,150.0,24.4,11.0,3.8000000000000007
1390,Yakima County WA,11.0,6.1,12.0,5.9,-1.0,0.1999999999999993
1391,Union County NC,13.0,8.1,16.0,8.9,-3.0,-0.8000000000000007
1392,Santa Cruz County CA,17.0,7.5,14.0,6.0,3.0,1.5
1393,Madera County CA,14.0,11.9,9.0,7.6,5.0,4.300000000000001
1394,Kenton County KY,15.0,11.2,16.0,11.6,-1.0,-0.40000000000000036
1395,Harford County MD,21.0,10.3,21.0,10.0,0.0,0.3000000000000007
1396,Coweta County GA,15.0,15.0,13.0,11.6,2.0,3.4000000000000004
1397,Ada County ID,17.0,5.3,14.0,3.9,3.0,1.4
1398,Sacramento County CA,176.0,15.2,156.0,12.6,20.0,2.5999999999999996
1399,Clayton County GA,182.0,86.3,122.0,55.6,60.0,30.699999999999996
1400,Pinellas County FL,180.0,22.5,166.0,19.8,14.0,2.6999999999999993
1401,Washington County MD,20.0,16.5,8.0,6.2,12.0,10.3
1402,St. Tammany Parish LA,19.0,9.7,19.0,9.3,0.0,0.3999999999999986
1403,St. Charles County MO,14.0,4.8,15.0,4.6,-1.0,0.20000000000000018
1404,Santa Fe County NM,14.0,11.6,10.0,8.1,4.0,3.5
1405,Rowan County NC,19.0,16.3,14.0,12.4,5.0,3.9000000000000004
1406,Roanoke City VA,17.0,21.1,14.0,17.0,3.0,4.100000000000001
1407,New London County CT,18.0,8.0,15.0,6.3,3.0,1.7000000000000002
1408,Monroe County FL,20.0,29.9,13.0,18.7,7.0,11.2
1409,Madison County TN,14.0,17.6,14.0,17.7,0.0,-0.09999999999999787
1410,Lackawanna County PA,14.0,7.7,10.0,5.7,4.0,2.0
1411,Kalamazoo County MI,18.0,8.5,16.0,7.1,2.0,1.4000000000000004
1412,Greene County MO,22.0,9.6,14.0,5.6,8.0,4.0
1413,Erie County PA,13.0,5.5,12.0,5.0,1.0,0.5
1414,Craven County NC,17.0,19.9,13.0,14.6,4.0,5.299999999999999
1415,Cabarrus County NC,17.0,12.0,16.0,9.9,1.0,2.0999999999999996
1416,Brooks County GA,12.0,88.9,3.0,23.0,9.0,65.9
1417,San Bernardino County CA,190.0,11.8,218.0,12.7,-28.0,-0.8999999999999986
1418,Spokane County WA,24.0,6.0,21.0,5.1,3.0,0.9000000000000004
1419,Smith County TX,21.0,12.2,22.0,12.1,-1.0,0.09999999999999964
1420,Oneida County NY,14.0,7.0,14.0,6.9,0.0,0.09999999999999964
1421,Merced County CA,17.0,8.5,21.0,9.8,-4.0,-1.3000000000000007
1422,Jackson County MS,13.0,11.4,12.0,10.5,1.0,0.9000000000000004
1423,Jackson County MI,16.0,12.1,14.0,10.3,2.0,1.799999999999999
1424,Iberville Parish LA,18.0,64.8,13.0,45.2,5.0,19.599999999999994
1425,Houston County GA,17.0,15.1,24.0,19.5,-7.0,-4.4
1426,Genesee County MI,24.0,6.9,28.0,8.2,-4.0,-1.299999999999999
1427,Butler County OH,19.0,6.2,24.0,7.6,-5.0,-1.3999999999999995
1428,Buncombe County NC,22.0,10.8,20.0,9.0,2.0,1.8000000000000007
1429,Brazos County TX,27.0,17.0,27.0,14.6,0.0,2.4000000000000004
1430,Boulder County CO,12.0,4.8,11.0,4.0,1.0,0.7999999999999998
1431,Ascension Parish LA,13.0,15.5,15.0,15.3,-2.0,0.1999999999999993
1432,Anoka County MN,12.0,4.3,16.0,5.4,-4.0,-1.1000000000000005
1433,Hudson County NJ,190.0,36.0,176.0,31.3,14.0,4.699999999999999
1434,Travis County TX,215.0,25.2,238.0,24.1,-23.0,1.0999999999999979
1435,Hennepin County MN,183.0,18.9,154.0,14.9,29.0,3.9999999999999982
1436,Wake County NC,167.0,22.9,143.0,16.9,24.0,6.0
1437,Suffolk County MA,210.0,32.6,170.0,24.8,40.0,7.800000000000001
1438,Marion County IN,202.0,27.6,210.0,27.3,-8.0,0.3000000000000007
1439,Jefferson County AL,192.0,35.0,141.0,25.6,51.0,9.399999999999999
1440,Los Angeles County CA,2168.0,26.7,1872.0,22.1,296.0,4.599999999999998
1441,Washington Parish LA,12.0,30.5,8.0,20.8,4.0,9.7
1442,Sussex County DE,21.0,12.3,16.0,8.3,5.0,4.0
1443,St. Johns County FL,13.0,7.9,13.0,6.8,0.0,1.1000000000000005
1444,Rockland County NY,24.0,9.8,24.0,9.2,0.0,0.6000000000000014
1445,Orangeburg County SC,28.0,37.3,23.0,31.1,5.0,6.199999999999996
1446,Marion County OR,19.0,7.2,16.0,6.0,3.0,1.2000000000000002
1447,Livingston Parish LA,13.0,12.4,12.0,11.0,1.0,1.4000000000000004
1448,Lancaster County NE,17.0,7.4,16.0,6.1,1.0,1.3000000000000007
1449,Ingham County MI,26.0,10.8,22.0,8.7,4.0,2.1000000000000014
1450,Dorchester County SC,14.0,12.6,16.0,12.6,-2.0,0.0
1451,Carroll County GA,16.0,17.0,11.0,11.7,5.0,5.300000000000001
1452,Bulloch County GA,18.0,30.3,14.0,21.4,4.0,8.900000000000002
1453,Montgomery County MD,210.0,26.0,175.0,20.4,35.0,5.600000000000001
1454,Cuyahoga County OH,207.0,19.3,189.0,17.7,18.0,1.6000000000000014
1455,St. Landry Parish LA,19.0,27.7,22.0,32.8,-3.0,-5.099999999999998
1456,Montgomery County TN,18.0,13.6,20.0,12.8,-2.0,0.7999999999999989
1457,Liberty County TX,22.0,36.3,13.0,19.1,9.0,17.199999999999996
1458,Forrest County MS,21.0,33.5,25.0,40.1,-4.0,-6.600000000000001
1459,Douglas County GA,18.0,16.9,23.0,19.7,-5.0,-2.8000000000000007
1460,Clark County WA,24.0,6.7,21.0,5.5,3.0,1.2000000000000002
1461,Champaign County IL,20.0,11.5,16.0,9.1,4.0,2.4000000000000004
1462,Davidson County TN,190.0,36.0,149.0,26.2,41.0,9.8
1463,Williamson County TX,22.0,6.7,32.0,7.6,-10.0,-0.8999999999999995
1464,Santa Barbara County CA,24.0,6.9,26.0,6.9,-2.0,0.0
1465,Saginaw County MI,18.0,10.5,13.0,8.1,5.0,2.4000000000000004
1466,Nueces County TX,27.0,9.8,36.0,12.0,-9.0,-2.1999999999999993
1467,Harnett County NC,14.0,15.3,11.0,10.9,3.0,4.4
1468,Columbia County GA,18.0,18.3,11.0,9.4,7.0,8.9
1469,Clay County FL,20.0,13.1,17.0,9.7,3.0,3.4000000000000004
1470,Riverside County CA,226.0,13.0,265.0,13.7,-39.0,-0.6999999999999993
1471,Ocean County NJ,22.0,4.6,22.0,4.6,0.0,0.0
1472,Luzerne County PA,20.0,7.2,18.0,6.6,2.0,0.6000000000000005
1473,El Paso County CO,28.0,5.6,37.0,6.5,-9.0,-0.9000000000000004
1474,Cumberland County ME,22.0,9.1,17.0,6.8,5.0,2.3
1475,Chester County PA,27.0,6.6,17.0,4.0,10.0,2.5999999999999996
1476,Berkeley County SC,20.0,13.9,23.0,13.6,-3.0,0.3000000000000007
1477,Bay County FL,22.0,15.4,25.0,16.6,-3.0,-1.200000000000001
1478,Baltimore County MD,227.0,33.5,154.0,22.0,73.0,11.5
1479,Wyandotte County KS,22.0,17.5,20.0,15.6,2.0,1.9000000000000004
1480,Washtenaw County MI,25.0,8.6,31.0,9.7,-6.0,-1.0999999999999996
1481,Tuscaloosa County AL,27.0,16.5,40.0,22.7,-13.0,-6.199999999999999
1482,Stark County OH,24.0,7.4,25.0,8.0,-1.0,-0.5999999999999996
1483,Robeson County NC,24.0,22.2,21.0,19.2,3.0,3.0
1484,Rankin County MS,30.0,25.5,22.0,17.7,8.0,7.800000000000001
1485,Lorain County OH,23.0,9.1,17.0,6.4,6.0,2.6999999999999993
1486,Kane County IL,27.0,6.7,32.0,7.4,-5.0,-0.7000000000000002
1487,Chesapeake City VA,32.0,17.4,29.0,14.8,3.0,2.599999999999998
1488,Cherokee County GA,21.0,12.5,20.0,10.3,1.0,2.1999999999999993
1489,Barnstable County MA,20.0,10.2,16.0,8.6,4.0,1.5999999999999996
1490,East Baton Rouge Parish LA,236.0,65.1,196.0,53.0,40.0,12.099999999999994
1491,Orleans Parish LA,245.0,81.9,224.0,68.2,21.0,13.700000000000003
1492,York County SC,27.0,14.4,22.0,10.4,5.0,4.0
1493,St. Joseph County IN,25.0,11.2,25.0,11.3,0.0,-0.10000000000000142
1494,Rutherford County TN,24.0,11.4,23.0,9.2,1.0,2.200000000000001
1495,Petersburg City VA,17.0,64.1,17.0,62.2,0.0,1.8999999999999915
1496,Marin County CA,28.0,12.9,21.0,9.5,7.0,3.4000000000000004
1497,Lake County FL,32.0,12.3,36.0,12.5,-4.0,-0.1999999999999993
1498,Desoto County MS,21.0,16.1,22.0,15.0,-1.0,1.1000000000000014
1499,Clackamas County OR,21.0,6.4,16.0,4.8,5.0,1.6000000000000005
1500,Aiken County SC,19.0,14.6,20.0,14.4,-1.0,0.1999999999999993
1501,York County PA,31.0,8.5,31.0,8.4,0.0,0.09999999999999964
1502,Portsmouth City VA,26.0,32.9,27.0,34.4,-1.0,-1.5
1503,Mahoning County OH,25.0,12.2,18.0,8.9,7.0,3.299999999999999
1504,Harrison County MS,30.0,19.7,28.0,16.7,2.0,3.0
1505,Hampton City VA,28.0,23.8,32.0,27.9,-4.0,-4.099999999999998
1506,Edgecombe County NC,21.0,46.8,14.0,31.8,7.0,14.999999999999996
1507,Doña Ana County NM,20.0,12.0,16.0,8.8,4.0,3.1999999999999993
1508,Bartow County GA,18.0,23.4,10.0,11.4,8.0,11.999999999999998
1509,Anderson County TX,24.0,48.2,16.0,32.7,8.0,15.5
1510,Alameda County CA,236.0,18.7,226.0,16.4,10.0,2.3000000000000007
1511,Tarrant County TX,267.0,18.5,274.0,17.0,-7.0,1.5
1512,Franklin County OH,264.0,27.5,211.0,20.2,53.0,7.300000000000001
1513,Pasco County FL,37.0,9.4,41.0,9.5,-4.0,-0.09999999999999964
1514,New Hanover County NC,23.0,13.6,22.0,11.4,1.0,2.1999999999999993
1515,Monterey County CA,28.0,8.5,36.0,10.2,-8.0,-1.6999999999999993
1516,Lubbock County TX,23.0,10.2,40.0,16.0,-17.0,-5.800000000000001
1517,Howard County MD,26.0,11.0,25.0,9.6,1.0,1.4000000000000004
1518,Dakota County MN,18.0,5.5,18.0,5.3,0.0,0.20000000000000018
1519,Tangipahoa Parish LA,27.0,27.6,25.0,23.2,2.0,4.400000000000002
1520,Spartanburg County SC,34.0,14.2,31.0,12.3,3.0,1.8999999999999986
1521,Lowndes County GA,28.0,31.8,32.0,34.0,-4.0,-2.1999999999999993
1522,Dane County WI,28.0,6.7,25.0,5.6,3.0,1.1000000000000005
1523,Washoe County NV,28.0,8.0,38.0,10.2,-10.0,-2.1999999999999993
