Geography,Avg_Cases_Before,Avg_Rate_Before,Avg_Cases_After,Avg_Rate_After,Difference_Cases,Difference_Rates
Richmond County NY,68,17,56,14.1,12,2.9
Douglas County NE,55,13.1,45,10,10,3.1
San Joaquin County CA,69,12.8,67,11.6,2,1.2
Muscogee County GA,66,42.1,57,35.4,9,6.7
Middlesex County NJ,70,10.4,78,11.2,-8,-0.8
Greenville County SC,54,14.5,64,15.6,-10,-1.1
Galveston County TX,44,18.6,44,16.6,0,2
Fort Bend County TX,60,13,74,12.7,-14,0.3
Tulsa County OK,72,14.7,73,14.1,-1,0.6
Bergen County NJ,60,7.9,65,8.3,-5,-0.4
Alachua County FL,58,27.3,50,22,8,5.3
Ramsey County MN,54,12.8,44,9.7,10,3.1
Fulton County GA,659,81.6,611,71.9,48,9.7
Yavapai County AZ,6,3.5,7,3.5,-1,0
Willacy County TX,8,45.6,10,57.4,-2,-11.8
Westmoreland County PA,7,2.3,10,3.3,-3,-1
Webster Parish LA,7,20.8,7,21,0,-0.2
Washington County MN,9,4.9,7,3.4,2,1.5
Tompkins County NY,8,8.3,6,6.2,2,2.1
Tom Green County TX,7,7.8,11,11.7,-4,-3.9
Tippecanoe County IN,8,5.3,8,4.7,0,0.6
Talladega County AL,7,10,9,12.8,-2,-2.8
Sunflower County MS,7,29.5,3,13,4,16.5
Sullivan County TN,6,4.9,7,5.2,-1,-0.3
Somerset County PA,6,9,,,,
Shawnee County KS,9,6.1,10,6.9,-1,-0.8
Saratoga County NY,6,3.2,6,3.1,0,0.1
Rock Island County IL,12,9.9,10,8.3,2,1.6
Richmond County NC,7,18.3,7,18.6,0,-0.3
Polk County TX,6,16.2,7,17.9,-1,-1.7
Pike County MS,10,29.5,10,29.8,0,-0.3
Pickaway County OH,12,26.2,12,25.3,0,0.9
Ottawa County MI,7,3.3,9,3.8,-2,-0.5
Newberry County SC,7,21.8,6,18.8,1,3
Navajo County AZ,7,7.6,10,11.3,-3,-3.7
Maui County HI,9,7.4,8,6,1,1.4
Lycoming County PA,7,6.8,6,5.6,1,1.2
Linn County IA,10,5.4,16,8.4,-6,-3
Licking County OH,8,5.7,7,5.1,1,0.6
Liberty County GA,10,21.8,10,20.4,0,1.4
Lawrence County OH,7,13.3,5,9.9,2,3.4
Lauderdale County MS,13,19.8,11,17.6,2,2.2
Laporte County IN,10,10.7,7,7.2,3,3.5
Lancaster County SC,7,10.8,7,9.4,0,1.4
Lafayette County MS,8,20.8,8,16.3,0,4.5
Kent County RI,8,5.8,7,4.9,1,0.9
Jasper County MO,7,7.8,7,7.2,0,0.6
Jackson County OR,8,4.4,12,6.4,-4,-2
Iredell County NC,8,6.4,8,5.7,0,0.7
Hunterdon County NJ,8,7.6,9,7.9,-1,-0.3
Houston County TX,6,31,7,35.7,-1,-4.7
Hendry County FL,6,19.5,8,24.1,-2,-4.6
Hays County TX,12,8.8,18,10.5,-6,-1.7
Hampshire County MA,8,6,6,4.2,2,1.8
Greene County NY,4,8.2,,,,
Grady County GA,9,44.4,6,31.8,3,12.6
El Dorado County CA,10,6.9,7,4.4,3,2.5
Ector County TX,10,9,18,15,-8,-6
Dekalb County IL,8,8.7,8,9.1,0,-0.4
Davidson County NC,11,8.1,12,8.5,-1,-0.4
Comal County TX,7,7.9,8,7.1,-1,0.8
Clermont County OH,8,5.1,11,6.4,-3,-1.3
Chester County SC,6,22.1,7,25.9,-1,-3.8
Cherokee County TX,7,16.9,6,14.9,1,2
Catoosa County GA,6,12.3,7,12.5,-1,-0.2
Blount County AL,7,14.5,5,10.4,2,4.1
Berkeley County WV,9,10.8,8,8.1,1,2.7
Bannock County ID,6,9.7,0,0,6,9.7
Baldwin County GA,14,34.8,9,22.5,5,12.3
Baker County GA,7,231.2,0,0,7,231.2
Autauga County AL,7,17,7,14.7,0,2.3
Richmond County GA,65,39.6,65,38.8,0,0.8
Camden County NJ,71,16.6,65,15.4,6,1.2
Bronx County NY,678,60.2,511,43.7,167,16.5
St. Lucie County FL,60,26.1,47,18.1,13,8
Mercer County NJ,75,24.5,56,17.8,19,6.7
Charleston County SC,80,26.6,83,24.9,-3,1.7
Honolulu County HI,67,8.5,67,8,0,0.5
Volusia County FL,65,15,76,16.7,-11,-1.7
Hidalgo County TX,76,13.5,90,14.1,-14,-0.6
Durham County NC,77,34.4,66,26.1,11,8.3
Cumberland County NC,77,29.7,70,26,7,3.7
Lee County FL,83,15.8,81,13.2,2,2.6
Caddo Parish LA,72,34.6,78,37.7,-6,-3.1
Whatcom County WA,8,4.5,8,4.4,0,0.1
Upshur County TX,8,25.7,0,0,8,25.7
Union County OH,10,24.2,2,5.4,8,18.8
Stafford County VA,9,8.4,10,8.1,-1,0.3
Spotsylvania County VA,9,8.9,9,8.5,0,0.4
Schuylkill County PA,7,5.5,5,4.3,2,1.2
Racine County WI,10,5.9,10,5.9,0,0
Putnam County NY,7,8.4,,,,
Placer County CA,12,4.2,14,4.5,-2,-0.3
Pike County AL,6,24.4,6,20.8,0,3.6
Pickens County SC,7,7.1,10,9.7,-3,-2.6
Orange County TX,8,11.2,11,16.3,-3,-5.1
Olmsted County MN,8,6.8,7,5.5,1,1.3
Minnehaha County SD,11,7.7,14,9.5,-3,-1.8
Mesa County CO,9,7.2,3,2.3,6,4.9
Macon County AL,7,37.3,4,24.1,3,13.2
Logan County OK,4,12.2,0,0,4,12.2
Linn County OR,8,8.3,6,5.7,2,2.6
Lincoln Parish LA,6,16.7,8,21,-2,-4.3
Lasalle Parish LA,11,94,8,64.3,3,29.7
Lake County OH,9,4.4,10,4.9,-1,-0.5
Kennebec County ME,7,6.7,8,7.2,-1,-0.5
Johnson County IA,9,8.3,10,7.8,-1,0.5
Jefferson County MO,8,4.4,7,3.8,1,0.6
Houston County AL,11,13.1,14,16.5,-3,-3.4
Hopewell City VA,6,34.2,6,33.3,0,0.9
Henry County GA,16,9.9,38,20.7,-22,-10.8
Garland County AR,11,12.8,9,10.7,2,2.1
Frio County TX,7,51.7,9,59,-2,-7.3
Franklin County PA,8,6.5,7,5.5,1,1
Ellis County TX,10,8.3,13,9.5,-3,-1.2
East Feliciana Parish LA,6,33.2,6,35.4,0,-2.2
Dallas County AL,10,30,9,25.7,1,4.3
Crisp County GA,11,56.6,7,37.1,4,19.5
Colquitt County GA,11,29.5,8,22.4,3,7.1
Clark County IN,10,11.4,15,15.2,-5,-3.8
Christian County KY,7,11.9,8,13.2,-1,-1.3
Charlotte County FL,12,8.2,8,4.8,4,3.4
Carroll County MD,7,5,6,4.4,1,0.6
Camden County GA,8,21.3,4,8.5,4,12.8
Calhoun County GA,4,83.3,0,0,4,83.3
Burke County NC,9,12,6,7.4,3,4.6
Burke County GA,10,53.4,6,30.9,4,22.5
Bleckley County GA,7,68,,,,
Barrow County GA,9,16.6,6,9,3,7.6
Jefferson County TX,75,36.9,62,29.4,13,7.5
Kern County CA,94,14.6,123,17.8,-29,-3.2
Pima County AZ,78,9.4,102,11.8,-24,-2.4
District Of Columbia DC,774,147.1,356,61.2,418,85.9
El Paso County TX,106,17,120,18,-14,-1
Broward County FL,805,54.1,661,41.2,144,12.9
Montgomery County AL,79,42.5,85,45.1,-6,-2.6
Salt Lake County UT,79,9.7,84,9.5,-5,0.2
Monmouth County NJ,67,12.5,44,8.3,23,4.2
Dallas County TX,861,44.8,828,40.1,33,4.7
Leon County FL,75,32.1,72,28.9,3,3.2
Forsyth County NC,69,23.6,64,20.8,5,2.8
Philadelphia County PA,793,61.7,520,39.5,273,22.2
Richmond City VA,93,52.9,73,38.1,20,14.8
Washington County TN,7,6.5,9,8.6,-2,-2.1
Washington County AR,12,7.1,14,7.4,-2,-0.3
Trumbull County OH,7,3.8,10,5.6,-3,-1.8
St. Francois County MO,8,14.8,4,6.6,4,8.2
Sarpy County NE,7,5.4,6,4.7,1,0.7
Sandoval County NM,7,6.4,8,6.4,-1,0
Northampton County PA,12,5,11,4.4,1,0.6
Muskegon County MI,10,7.3,7,4.7,3,2.6
Missoula County MT,5,5.7,5,5.2,0,0.5
Madison County IN,7,6.6,7,6.2,0,0.4
Jasper County GA,7,61.2,1,11.1,6,50.1
Hendricks County IN,10,8.4,12,9.2,-2,-0.8
Gloucester County NJ,16,6.6,14,5.6,2,1
Georgetown County SC,9,18,8,14.7,1,3.3
Fayette County PA,8,6.2,6,5.2,2,1
Duplin County NC,8,16.5,7,13.5,1,3
Danville City VA,9,23.4,7,20.1,2,3.3
Colleton County SC,7,21.7,7,23,0,-1.3
Clarke County MS,9,63.7,0,0,9,63.7
Cherokee County SC,7,14.8,6,13.4,1,1.4
Cheatham County TN,9,28.4,10,30.1,-1,-1.7
Chautauqua County NY,8,7.2,7,6,1,1.2
Chambers County AL,10,34.7,9,30.6,1,4.1
Cass County ND,7,5.7,12,8.2,-5,-2.5
Brunswick County NC,9,9.2,8,7.5,1,1.7
Brown County WI,7,3.2,8,3.5,-1,-0.3
Bowie County TX,12,15.2,16,20.3,-4,-5.1
Bossier Parish LA,8,8.3,18,17.4,-10,-9.1
Attala County MS,6,35.3,,,,
Apache County AZ,8,13.5,8,13.4,0,0.1
Union County NJ,87,19.9,78,17.2,9,2.7
Collin County TX,79,12.5,87,11.6,-8,0.9
Providence County RI,87,16.5,62,11.4,25,5.1
Anne Arundel County MD,79,17.9,52,11,27,6.9
New York County NY,864,60.5,514,35.4,350,25.1
Kings County NY,916,43.7,648,30.1,268,13.6
New Castle County DE,92,20.5,74,15.8,18,4.7
Fairfield County CT,93,12.3,74,9.4,19,2.9
Passaic County NJ,89,21.9,78,18.8,11,3.1
Hartford County CT,106,14.1,83,10.9,23,3.2
Zapata County TX,0,0,0,0,0,0
Yuma County CO,0,0,0,0,0,0
Yukon-Koyukuk Census Area AK,,,,,,
Yell County AR,0,0,0,0,0,0
Yankton County SD,0,0,0,0,0,0
Yancey County NC,0,0,0,0,0,0
Yamhill County OR,6,7.3,7,7.8,-1,-0.5
Yalobusha County MS,,,,,,
Yakutat City and Borough AK,,,,,,
Wythe County VA,0,0,0,0,0,0
Wyandot County OH,0,0,0,0,0,0
Wright County MN,,,,,,
Wrangell City and Borough AK,,,,,,
Worth County GA,0,0,,,,
Worcester County MD,6,12.5,0,0,6,12.5
Woodford County KY,,,,,,
Woodford County IL,0,0,0,0,0,0
Wood County WV,6,8.8,,,,
Wood County WI,0,0,0,0,0,0
Wood County OH,,,9,8.1,,
Wolfe County KY,,,,,,
Wirt County WV,0,0,0,0,0,0
Winston County MS,0,0,3,19.5,-3,-19.5
Winn Parish LA,0,0,0,0,0,0
Windsor County VT,0,0,0,0,0,0
Windham County VT,,,0,0,,
Windham County CT,9,9,,,,
Wilson County TX,,,1,3.3,,
Williamson County TN,8,5.5,6,3.4,2,2.1
Williamson County IL,,,0,0,,
Williamsburg City VA,0,0,0,0,0,0
Wilkinson County GA,0,0,0,0,0,0
Wilkes County GA,0,0,0,0,0,0
Wilcox County GA,0,0,0,0,0,0
Wilcox County AL,0,0,0,0,0,0
Whitman County WA,0,0,0,0,0,0
Whitley County KY,,,,,,
Whitfield County GA,9,11,7,8.3,2,2.7
Whiteside County IL,0,0,0,0,0,0
White County TN,0,0,0,0,0,0
White County GA,0,0,0,0,0,0
White County AR,,,6,9.1,,
Wexford County MI,0,0,0,0,0,0
Westmoreland County VA,,,0,0,,
West Carroll Parish LA,,,0,0,,
Webster County MS,0,0,0,0,0,0
Webster County MO,0,0,0,0,0,0
Webster County KY,,,,,,
Webster County GA,0,0,0,0,0,0
Weber County UT,6,3.3,7,3.5,-1,-0.2
Wayne County PA,0,0,0,0,0,0
Wayne County OH,,,,,,
Wayne County KY,,,,,,
Wayne County IN,,,0,0,,
Wayne County GA,6,24.3,,,,
Watauga County NC,,,,,,
Washington County WI,0,0,2,1.5,-2,-1.5
Washington County VT,0,0,0,0,0,0
Washington County VA,,,2,4.2,,
Washington County UT,7,6.2,6,4.6,1,1.6
Washington County TX,0,0,5,17.2,-5,-17.2
Washington County RI,2,2.2,4,3.6,-2,-1.4
Washington County OH,0,0,0,0,0,0
Washington County NE,0,0,0,0,0,0
Washington County NC,0,0,2,15.7,-2,-15.7
Washington County MO,0,0,0,0,0,0
Washington County KY,,,,,,
Washington County IL,0,0,0,0,0,0
Washington County IA,0,0,0,0,0,0
Washington County GA,0,0,,,,
Washburn County WI,0,0,0,0,0,0
Warren County VA,0,0,0,0,0,0
Warren County TN,0,0,0,0,0,0
Warren County PA,0,0,0,0,0,0
Warren County NY,,,0,0,,
Warren County NJ,,,6,6.5,,
Warren County NC,3,19.2,0,0,3,19.2
Warren County MO,0,0,0,0,0,0
Warren County KY,8,8.9,8,8.1,0,0.8
Warren County IL,0,0,0,0,0,0
Ward County ND,0,0,5,8.9,-5,-8.9
Wapello County IA,0,0,1,4.2,-1,-4.2
Walworth County WI,5,5.8,5,5.7,0,0.1
Walton County GA,10,15.4,10,13.2,0,2.2
Walton County FL,7,15.4,5,9,2,6.4
Walker County GA,0,0,0,0,0,0
Walker County AL,5,8.9,5,9.1,0,-0.2
Wagoner County OK,,,8,12.7,,
Wabash County IN,0,0,0,0,0,0
Vinton County OH,0,0,0,0,0,0
Vilas County WI,0,0,0,0,0,0
Vernon Parish LA,6,14.4,6,13.2,0,1.2
Vermillion County IN,0,0,0,0,0,0
Vermilion County IL,7,10.4,7,10.2,0,0.2
Van Zandt County TX,,,,,,
Van Buren County MI,,,,,,
Valley County ID,0,0,0,0,0,0
Valdez-Cordova Census Area AK,,,,,,
Val Verde County TX,,,,,,
Uvalde County TX,0,0,0,0,0,0
Upson County GA,3,13.3,5,22.5,-2,-9.2
Union Parish LA,0,0,,,,
Union County SC,5,20.7,6,27.8,-1,-7.1
Union County KY,,,,,,
Unicoi County TN,0,0,0,0,0,0
Umatilla County OR,0,0,0,0,0,0
Uintah County UT,0,0,0,0,0,0
Uinta County WY,0,0,0,0,0,0
Tyler County TX,,,0,0,,
Tuscarawas County OH,0,0,7,9,-7,-9
Turner County GA,0,0,0,0,0,0
Tuolumne County CA,5,10.3,0,0,5,10.3
Tunica County MS,6,68,,,,
Troup County GA,6,12.4,9,15,-3,-2.6
Trinity County TX,0,0,0,0,0,0
Trimble County KY,,,,,,
Trigg County KY,,,,,,
Transylvania County NC,0,0,0,0,0,0
Torrance County NM,0,0,0,0,0,0
Toombs County GA,,,5,23,,
Tooele County UT,,,0,0,,
Todd County KY,,,,,,
Titus County TX,0,0,0,0,0,0
Tippah County MS,0,0,0,0,0,0
Tioga County NY,,,0,0,,
Tift County GA,9,26.8,11,33.8,-2,-7
Thomas County GA,6,15.4,8,21.1,-2,-5.7
Texas County OK,0,0,0,0,0,0
Texas County MO,0,0,0,0,0,0
Telfair County GA,6,44.2,6,42.5,0,1.7
Tehama County CA,,,0,0,,
Tazewell County VA,0,0,0,0,0,0
Taylor County KY,,,,,,
Taylor County GA,,,,,,
Taylor County FL,6,34.5,5,26.1,1,8.4
Tate County MS,0,0,2,10.4,-2,-10.4
Taos County NM,0,0,1,4.4,-1,-4.4
Taney County MO,5,11.4,0,0,5,11.4
Tallapoosa County AL,,,3,9.8,,
Taliaferro County GA,0,0,0,0,0,0
Talbot County MD,0,0,0,0,0,0
Talbot County GA,0,0,0,0,0,0
Sweetwater County WY,0,0,0,0,0,0
Sutter County CA,6,7.9,6,8.4,0,-0.5
Susquehanna County PA,0,0,0,0,0,0
Surry County VA,,,0,0,,
Sumner County KS,0,0,0,0,0,0
Summit County CO,0,0,0,0,0,0
Sullivan County NY,7,10.8,7,10.3,0,0.5
Strafford County NH,4,3.4,,,,
Story County IA,0,0,,,,
Stewart County GA,0,0,7,125.9,-7,-125.9
Stevens County WA,0,0,0,0,0,0
Steuben County NY,,,0,0,,
Stephens County TX,,,0,0,,
Stearns County MN,0,0,5,3.8,-5,-3.8
Staunton City VA,0,0,0,0,0,0
Starke County IN,0,0,0,0,0,0
Stanly County NC,5,9.8,4,8.5,1,1.3
St. Mary Parish LA,7,15.5,6,15.4,1,0.1
St. Louis County MN,10,6.1,7,3.9,3,2.2
St. Lawrence County NY,6,6.3,6,6.8,0,-0.5
St. Joseph County MI,,,0,0,,
St. Helena Parish LA,0,0,0,0,0,0
St. Croix County WI,,,0,0,,
St. Clair County MO,0,0,0,0,0,0
St. Clair County MI,7,4.9,6,4.4,1,0.5
St. Clair County AL,6,8.6,7,10.1,-1,-1.5
St. Bernard Parish LA,9,29,8,21.4,1,7.6
Spencer County KY,,,,,,
Spencer County IN,0,0,0,0,0,0
Southeast Fairbanks Census Area AK,,,,,,
Southampton County VA,0,0,6,35.2,-6,-35.2
Somervell County TX,0,0,0,0,0,0
Somerset County ME,0,0,0,0,0,0
Smyth County VA,0,0,,,,
Smith County TN,0,0,0,0,0,0
Smith County MS,0,0,0,0,0,0
Skamania County WA,0,0,0,0,0,0
Skagway Municipality AK,,,,,,
Skagit County WA,,,7,7.3,,
Sitka City and Borough AK,,,,,,
Siskiyou County CA,,,0,0,,
Sioux County IA,0,0,0,0,0,0
Simpson County MS,,,6,26.8,,
Simpson County KY,,,,,,
Silver Bow County MT,0,0,0,0,0,0
Shelby County TX,,,6,29.1,,
Shelby County KY,,,,,,
Shelby County IN,0,0,,,,
Shelby County IL,0,0,0,0,0,0
Shelby County IA,0,0,0,0,0,0
Shelby County AL,10,6.6,10,5.5,0,1.1
Sheboygan County WI,0,0,2,1.7,-2,-1.7
Sharkey County MS,0,0,0,0,0,0
Shackelford County TX,0,0,0,0,0,0
Seward County KS,0,0,2,14.8,-2,-14.8
Sevier County TN,8,10.9,7,8,1,2.9
Sequoyah County OK,0,0,0,0,0,0
Seneca County OH,0,0,0,0,0,0
Seminole County OK,0,0,0,0,0,0
Scurry County TX,0,0,0,0,0,0
Screven County GA,,,,,,
Scott County VA,0,0,0,0,0,0
Scott County TN,0,0,0,0,0,0
Scott County MN,5,4.9,5,4.6,0,0.3
Scott County KY,,,,,,
Scotland County NC,8,25.7,10,33.8,-2,-8.1
Scioto County OH,6,9.1,,,,
Schuyler County NY,0,0,0,0,0,0
Schley County GA,0,0,0,0,0,0
Sawyer County WI,0,0,0,0,0,0
Sauk County WI,0,0,0,0,0,0
Santa Cruz County AZ,0,0,4,11.5,-4,-11.5
Sanilac County MI,0,0,0,0,0,0
Sandusky County OH,5,9.9,0,0,5,9.9
San Patricio County TX,0,0,3,5.6,-3,-5.6
San Miguel County NM,,,,,,
San Juan County WA,0,0,0,0,0,0
San Jacinto County TX,,,6,28,,
San Benito County CA,3,6.7,8,16.3,-5,-9.6
San Augustine County TX,0,0,0,0,0,0
Saluda County SC,0,0,0,0,0,0
Saline County NE,0,0,0,0,0,0
Saline County IL,0,0,0,0,0,0
Saline County AR,0,0,9,8.7,-9,-8.7
Salem County NJ,5,9,5,9.2,0,-0.2
Sac County IA,0,0,0,0,0,0
Sabine Parish LA,0,0,0,0,0,0
Sabine County TX,0,0,0,0,0,0
Rutland County VT,,,0,0,,
Rutherford County NC,5,8.8,5,8.8,0,0
Russell County KY,,,,,,
Rush County KS,0,0,0,0,0,0
Rowan County KY,,,,,,
Roscommon County MI,0,0,0,0,0,0
Roosevelt County NM,0,0,0,0,0,0
Rolette County ND,0,0,0,0,0,0
Rockwall County TX,3,4.8,6,7.6,-3,-2.8
Rockingham County VA,0,0,5,7.4,-5,-7.4
Rockcastle County KY,,,,,,
Robertson County TX,0,0,0,0,0,0
Robertson County TN,7,12.4,5,8.9,2,3.5
Robertson County KY,,,,,,
Roanoke County VA,6,7.2,6,7.8,0,-0.6
Ripley County MO,0,0,0,0,0,0
Rio Arriba County NM,0,0,2,7.6,-2,-7.6
Riley County KS,0,0,4,7,-4,-7
Richmond County VA,0,0,0,0,0,0
Richland Parish LA,6,35.4,7,41.2,-1,-5.8
Reno County KS,0,0,,,,
Red Lake County MN,0,0,0,0,0,0
Ray County MO,0,0,0,0,0,0
Ravalli County MT,0,0,0,0,0,0
Rappahannock County VA,0,0,0,0,0,0
Randolph County MO,0,0,0,0,0,0
Randolph County IN,0,0,0,0,0,0
Randolph County GA,0,0,0,0,0,0
Randolph County AR,0,0,0,0,0,0
Randall County TX,6,5.8,8,7.1,-2,-1.3
Rabun County GA,0,0,0,0,0,0
Quitman County MS,,,0,0,,
Putnam County WV,,,0,0,,
Putnam County TN,9,14.5,6,8.6,3,5.9
Pulaski County VA,0,0,0,0,0,0
Pulaski County MO,5,11.4,4,8.3,1,3.1
Pulaski County KY,0,0,2,3.7,-2,-3.7
Pueblo County CO,8,6.1,9,6.8,-1,-0.7
Prince of Wales-Hyder Census Area AK,,,,,,
Prince George County VA,5,16.1,6,17.1,-1,-1
Prince Edward County VA,,,0,0,,
Preston County WV,0,0,0,0,0,0
Prairie County AR,0,0,0,0,0,0
Powell County MT,0,0,0,0,0,0
Powell County KY,,,,,,
Pottawattamie County IA,6,7.8,5,6.4,1,1.4
Pottawatomie County OK,4,6.1,6,11,-2,-4.9
Porter County IN,8,5.6,6,4.1,2,1.5
Portage County WI,0,0,0,0,0,0
Pope County IL,0,0,0,0,0,0
Pontotoc County MS,0,0,0,0,0,0
Polk County WI,0,0,0,0,0,0
Polk County TN,0,0,0,0,0,0
Polk County OR,,,8,12.5,,
Polk County AR,0,0,0,0,0,0
Pointe Coupee Parish LA,5,26.8,3,16.2,2,10.6
Platte County MO,6,7.3,6,7.4,0,-0.1
Pittsburg County OK,0,0,0,0,0,0
Pine County MN,0,0,0,0,0,0
Pike County PA,6,11,9,18.5,-3,-7.5
Pike County KY,0,0,0,0,0,0
Pike County GA,0,0,0,0,0,0
Pierce County WI,0,0,0,0,0,0
Pierce County GA,0,0,0,0,0,0
Pickens County AL,6,36.9,7,40.3,-1,-3.4
Phillips County AR,,,,,,
Phelps County MO,0,0,2,4.4,-2,-4.4
Petersburg Census Area AK,,,,,,
Person County NC,5,16,6,16.4,-1,-0.4
Perry County TN,0,0,0,0,0,0
Perry County PA,0,0,0,0,0,0
Perry County OH,0,0,0,0,0,0
Perry County MS,0,0,0,0,0,0
Perry County KY,,,,,,
Perry County IL,0,0,0,0,0,0
Perquimans County NC,0,0,0,0,0,0
Penobscot County ME,,,4,3.4,,
Pennington County SD,5,6.2,6,6.7,-1,-0.5
Pendleton County KY,,,,,,
Pender County NC,5,11.5,8,17.6,-3,-6.1
Pemiscot County MO,0,0,0,0,0,0
Pearl River County MS,6,12.7,2,5.4,4,7.3
Peach County GA,,,6,28.5,,
Payne County OK,,,6,9,,
Paulding County OH,0,0,0,0,0,0
Pasquotank County NC,8,22,8,25.6,0,-3.6
Parmer County TX,0,0,0,0,0,0
Parke County IN,2,17,0,0,2,17
Panola County TX,0,0,2,10.3,-2,-10.3
Panola County MS,6,21.4,7,23.8,-1,-2.4
Pamlico County NC,,,0,0,,
Palo Alto County IA,0,0,0,0,0,0
Page County VA,0,0,0,0,0,0
Pacific County WA,0,0,0,0,0,0
Ozaukee County WI,,,0,0,,
Ozark County MO,0,0,0,0,0,0
Owsley County KY,,,,,,
Owen County KY,,,,,,
Otter Tail County MN,0,0,0,0,0,0
Ottawa County OK,,,0,0,,
Ottawa County OH,0,0,0,0,0,0
Otsego County NY,,,5,9.2,,
Otsego County MI,0,0,0,0,0,0
Osceola County MI,0,0,0,0,0,0
Orleans County VT,0,0,0,0,0,0
Orleans County NY,,,0,0,,
Orange County VT,0,0,0,0,0,0
Ontario County NY,7,7.6,5,5.3,2,2.3
Oldham County KY,,,6,11.1,,
Oktibbeha County MS,6,15.8,8,18.2,-2,-2.4
Okfuskee County OK,0,0,0,0,0,0
Okanogan County WA,0,0,0,0,0,0
Ohio County WV,0,0,1,3.5,-1,-3.5
Ohio County KY,,,,,,
Oglethorpe County GA,0,0,0,0,0,0
Ogle County IL,0,0,0,0,0,0
Oglala Lakota County SD,0,0,3,26.3,-3,-26.3
Oceana County MI,0,0,0,0,0,0
Obion County TN,0,0,0,0,0,0
O'brien County IA,0,0,0,0,0,0
Nottoway County VA,0,0,7,54.3,-7,-54.3
Northwest Arctic Borough AK,,,,,,
Northumberland County PA,0,0,5,6.3,-5,-6.3
Northampton County VA,0,0,0,0,0,0
North Slope Borough AK,,,,,,
Nome Census Area AK,,,,,,
Nicollet County MN,0,0,0,0,0,0
Nicholas County KY,,,,,,
Nez Perce County ID,0,0,0,0,0,0
Newton County MS,,,0,0,,
Newton County MO,0,0,0,0,0,0
New Madrid County MO,0,0,0,0,0,0
New Kent County VA,0,0,0,0,0,0
Nevada County CA,6,7,6,6.4,0,0.6
Neshoba County MS,5,21.3,2,10.6,3,10.7
Nelson County VA,0,0,0,0,0,0
Nelson County KY,,,,,,
Natrona County WY,0,0,4,6,-4,-6
Nassau County FL,6,10.7,8,11.2,-2,-0.5
Nantucket County MA,0,0,0,0,0,0
Muskogee County OK,0,0,6,10.9,-6,-10.9
Muskingum County OH,0,0,,,,
Muscatine County IA,0,0,0,0,0,0
Murray County GA,0,0,0,0,0,0
Muhlenberg County KY,,,,,,
Mower County MN,,,5,15.4,,
Morrow County OH,0,0,0,0,0,0
Morgan County TN,,,0,0,,
Morgan County KY,,,,,,
Morgan County GA,0,0,0,0,0,0
Morgan County CO,0,0,0,0,0,0
Morgan County AL,8,8.2,8,7.5,0,0.7
Montrose County CO,0,0,2,4.4,-2,-4.4
Montgomery County VA,7,8,6,6.4,1,1.6
Montgomery County NY,6,14.7,,,,
Montgomery County NC,,,0,0,,
Montgomery County KY,,,,,,
Montgomery County KS,0,0,0,0,0,0
Montgomery County IL,,,0,0,,
Montgomery County IA,0,0,0,0,0,0
Montezuma County CO,0,0,0,0,0,0
Monroe County WV,0,0,0,0,0,0
Monroe County TN,0,0,0,0,0,0
Monroe County MS,2,8.2,6,19.9,-4,-11.7
Monroe County MI,5,4.2,8,5.8,-3,-1.6
Monroe County KY,,,,,,
Monroe County IL,0,0,0,0,0,0
Monroe County AL,0,0,0,0,0,0
Mono County CA,0,0,0,0,0,0
Moniteau County MO,0,0,0,0,0,0
Moffat County CO,0,0,0,0,0,0
Modoc County CA,0,0,0,0,0,0
Mitchell County NC,0,0,0,0,0,0
Mitchell County GA,6,30.7,0,0,6,30.7
Mississippi County MO,0,0,0,0,0,0
Mills County IA,0,0,0,0,0,0
Miller County AR,7,19.5,12,32.3,-5,-12.8
Mille Lacs County MN,0,0,0,0,0,0
Milam County TX,0,0,0,0,0,0
Mifflin County PA,0,0,0,0,0,0
Midland County MI,0,0,0,0,0,0
Middlesex County VA,0,0,0,0,0,0
Miami County OH,,,8,9.3,,
Miami County IN,,,0,0,,
Metcalfe County KY,,,,,,
Meriwether County GA,6,33.3,2,9.3,4,24
Mercer County PA,,,4,3.8,,
Mercer County OH,,,0,0,,
Mercer County KY,,,,,,
Menifee County KY,,,,,,
Menard County IL,0,0,0,0,0,0
Medina County TX,0,0,3,7.6,-3,-7.6
Medina County OH,7,4.8,7,4.5,0,0.3
Mecosta County MI,0,0,0,0,0,0
Mecklenburg County VA,2,9,6,20.4,-4,-11.4
Meade County KY,,,,,,
Mcpherson County KS,0,0,0,0,0,0
Mcminn County TN,,,,,,
Mcleod County MN,0,0,0,0,0,0
Mclean County KY,,,,,,
Mckean County PA,0,0,0,0,0,0
Mcintosh County OK,0,0,0,0,0,0
Mcdowell County WV,0,0,0,0,0,0
Mcdowell County NC,,,0,0,,
Mccurtain County OK,0,0,0,0,0,0
Mccreary County KY,,,,,,
Mccracken County KY,6,11,6,10.9,0,0.1
Maverick County TX,7,16.6,5,11.3,2,5.3
Mathews County VA,0,0,0,0,0,0
Matanuska-Susitna Borough AK,,,,,,
Mason County WV,0,0,0,0,0,0
Mason County WA,8,16.5,5,9.2,3,7.3
Mason County MI,0,0,0,0,0,0
Mason County KY,,,,,,
Martinsville City VA,2,21.4,0,0,2,21.4
Martin County TX,0,0,0,0,0,0
