Full Name,Diag 08,Diag Rate 08,Diag 09,Diag Rate 09,Diag 10,Diag Rate 10,Diag 11,Diag Rate 11,Diag 12,Diag Rate 12,Diag 13,Diag Rate 13,Diag 14,Diag Rate 14,Diag 15,Diag Rate 15,Diag 16,Diag Rate 16,Diag 17,Diag Rate 17,Diag 18,Diag Rate 18
Chester County PA,29,7.1,23,5.6,22,5.3,32,7.7,31,7.4,20,4.7,19,4.4,13,3,24,5.5,16,3.7,12,2.7
Berkeley County SC,20,14.4,23,16.2,26,17.8,15,10,17,11,21,13.2,20,12.3,24,14.4,22,12.8,20,11.3,32,17.5
Bay County FL,27,19.7,23,16.7,24,16.8,17,11.9,17,11.7,29,19.7,22,14.6,19,12.4,18,11.7,31,20,33,21.1
Baltimore County MD,211,31.7,238,35.7,318,46.7,183,26.7,185,26.8,155,22.3,187,26.8,158,22.6,165,23.6,116,16.6,140,20
Wyandotte County KS,23,18.9,24,19.6,21,16.9,17,13.6,23,18.3,18,14.2,16,12.5,25,19.3,20,15.3,18,13.8,24,18.3
Washtenaw County MI,24,8.2,24,8.1,25,8.5,28,9.4,26,8.6,35,11.4,26,8.4,36,11.5,33,10.4,20,6.2,34,10.5
Tuscaloosa County AL,23,15.1,24,15.6,30,18.2,25,15,31,18.4,45,26.4,32,18.6,39,22.4,43,24.5,48,27.3,30,16.9
Stark County OH,22,6.9,24,7.5,29,9.2,29,9.2,14,4.4,14,4.4,22,6.9,25,7.9,31,9.8,27,8.6,33,10.5
Robeson County NC,28,27.3,24,23.3,14,12.9,29,26.6,23,21,21,19.1,20,18.2,29,26.4,20,18.3,17,15.7,19,17.6
Rankin County MS,37,32.2,24,20.6,28,24,37,31.3,23,19.2,28,23,21,17.1,17,13.7,22,17.5,21,16.5,24,18.6
Lorain County OH,27,10.7,24,9.4,19,7.6,24,9.5,21,8.3,22,8.7,12,4.7,14,5.4,12,4.6,25,9.6,15,5.7
Kane County IL,25,6.3,24,6,31,7.6,33,8,24,5.8,25,5.9,48,11.3,24,5.6,31,7.1,30,6.9,32,7.3
Chesapeake City VA,45,25,24,13.2,39,21.2,29,15.6,23,12.2,48,25.2,26,13.4,21,10.8,31,15.7,20,10,28,13.9
Cherokee County GA,33,19.9,24,14.1,14,8.1,18,10.3,18,10.1,20,11,25,13.3,22,11.4,19,9.5,19,9.3,15,7.1
Barnstable County MA,22,11.3,24,12.3,27,14.2,16,8.4,9,4.7,14,7.3,18,9.4,20,10.5,17,8.9,15,7.8,15,7.8
East Baton Rouge Parish LA,253,71,245,68.1,235,64.3,242,66,206,55.9,198,53.5,249,67.1,206,55.5,181,48.7,166,44.9,178,48.4
Orleans Parish LA,233,82,249,83.6,239,81.2,277,90.8,225,72,268,83.5,244,74.9,244,73.7,229,68.7,188,56.4,174,52.2
York County SC,29,16.1,25,13.5,29,15.7,26,13.8,25,13,15,7.6,30,14.9,16,7.7,21,9.9,29,13.2,21,9.3
St. Joseph County IN,22,10,25,11.4,19,8.6,22,10,35,15.9,22,10,29,13.1,25,11.2,30,13.4,19,8.5,26,11.6
Rutherford County TN,23,11.4,25,12,35,16.4,19,8.7,19,8.5,20,8.7,22,9.3,19,7.8,20,7.9,27,10.4,30,11.2
Petersburg City VA,20,73.9,25,92.8,13,47.2,10,36.7,19,69.9,15,54.8,14,51.2,33,122.5,11,41.5,15,57.1,12,46.1
Marin County CA,49,23.1,25,11.7,30,13.9,23,10.6,11,5,13,5.9,25,11.2,24,10.8,28,12.5,16,7.2,21,9.4
Lake County FL,33,12.5,25,9.3,37,14.6,39,15.2,26,10,31,11.7,40,14.7,23,8.2,35,12.1,41,13.8,44,14.3
Desoto County MS,17,13.8,25,19.8,26,20.1,17,12.9,19,14.1,20,14.6,21,15.1,17,12,20,13.9,17,11.6,34,22.7
Clackamas County OR,14,4.4,25,7.7,25,7.9,17,5.3,22,6.8,21,6.4,7,2.1,19,5.6,19,5.5,15,4.3,17,4.8
Aiken County SC,15,11.6,25,19.2,16,11.9,14,10.3,27,19.8,21,15.3,17,12.3,21,15,20,14.2,18,12.7,24,16.8
York County PA,38,10.7,26,7.2,34,9.4,33,9,22,6,25,6.8,28,7.6,28,7.5,43,11.5,30,8,33,8.7
Portsmouth City VA,33,40.3,26,31.9,20,25.4,19,24.1,34,42.9,33,41.8,28,35.5,27,34.1,26,33.3,24,30.8,24,30.7
Mahoning County OH,21,10.4,26,12.9,25,12.3,29,14.3,22,10.9,18,9,19,9.5,15,7.5,19,9.6,17,8.6,18,9.1
Harrison County MS,45,30.8,26,17.6,27,17.5,31,19.8,20,12.6,23,14.3,26,16,44,26.7,26,15.6,18,10.7,29,17
Hampton City VA,29,23.8,26,21.5,35,30.4,21,18.3,29,25.2,26,22.5,31,26.8,27,23.5,43,37.6,35,30.7,30,26.3
Edgecombe County NC,22,51.8,26,61.8,23,49.1,20,43,13,28.1,19,41.2,16,34.9,16,35.6,8,17.9,14,31.7,13,29.7
Doña Ana County NM,16,10,26,15.8,17,10,24,13.9,18,10.4,18,10.3,15,8.6,16,9.1,8,4.5,20,11.3,16,8.9
Bartow County GA,21,27.8,26,34,15,18.5,13,16,17,20.8,15,18.1,10,12,10,11.9,7,8.2,7,8.1,9,10.2
Anderson County TX,25,51.8,26,53.6,26,51.8,21,41.9,21,42,13,26,14,28,24,48.2,15,30.3,17,33.9,15,29.9
Alameda County CA,231,18.9,268,21.6,236,18.6,215,16.7,231,17.7,214,16.1,210,15.5,261,18.9,268,19.2,204,14.5,198,14
Tarrant County TX,266,19.3,269,19.1,270,18.7,279,18.9,252,16.7,252,16.4,231,14.8,278,17.4,304,18.6,305,18.3,274,16.2
Franklin County OH,267,28.6,269,28.5,258,26.8,264,27.1,261,26.4,234,23.3,211,20.6,200,19.3,196,18.6,224,20.9,199,18.4
Pasco County FL,40,10.1,27,6.7,30,7.6,46,11.6,44,11,26,6.4,33,8,38,9,45,10.3,44,9.8,61,13.2
New Hanover County NC,28,17.1,27,16.3,17,9.8,22,12.5,22,12.3,12,6.6,13,7,26,13.7,25,12.9,33,16.7,23,11.4
Monterey County CA,40,12.4,27,8.3,23,6.8,26,7.7,25,7.3,29,8.4,24,7,32,9.2,41,11.7,45,12.8,43,12.2
Lubbock County TX,15,6.9,27,12.3,21,9.1,25,10.8,28,11.9,29,12.2,41,16.9,43,17.5,41,16.5,36,14.3,47,18.5
Howard County MD,23,10.1,27,11.7,24,10.1,33,13.6,23,9.3,31,12.3,22,8.6,21,8.1,29,11.1,18,6.8,29,10.8
Dakota County MN,18,5.6,27,8.3,23,7.1,14,4.3,8,2.4,14,4.2,23,6.8,19,5.6,20,5.8,20,5.8,13,3.7
Tangipahoa Parish LA,24,25.1,28,29,37,37.2,28,27.8,19,18.7,20,19.4,25,24,25,23.7,20,18.7,36,33.3,22,20.1
Spartanburg County SC,39,16.7,28,11.8,36,15.3,33,14,32,13.4,40,16.6,34,14,15,6.1,41,16.4,24,9.4,30,11.4
Lowndes County GA,24,28.1,28,32.2,41,45.7,24,26.3,25,26.6,21,22.6,29,31,38,40.7,33,35.1,41,43.2,30,31.3
Dane County WI,29,7.1,28,6.7,35,8.5,22,5.3,24,5.7,27,6.3,25,5.7,20,4.5,23,5.1,25,5.5,30,6.5
Washoe County NV,33,9.8,29,8.5,25,7.1,27,7.7,25,7,38,10.5,38,10.4,39,10.5,42,11.1,34,8.8,39,9.9
Somerset County NJ,41,15.4,29,10.8,33,12.3,27,10,28,10.3,34,12.3,38,13.7,34,12.2,36,12.9,26,9.3,37,13.1
Johnson County KS,29,6.7,29,6.6,38,8.6,35,7.8,29,6.4,42,9.1,29,6.2,29,6.1,43,8.9,27,5.5,31,6.3
Dutchess County NY,22,8.9,29,11.6,18,7.1,26,10.2,19,7.5,24,9.4,26,10.2,15,5.9,24,9.4,14,5.5,15,5.9
King County WA,310,19.5,294,18.2,314,19.2,266,16,278,16.4,245,14.2,270,15.3,233,12.9,212,11.5,212,11.3,296,15.6
Ouachita Parish LA,26,21.3,30,24.5,25,20,40,31.9,47,37.3,50,39.3,54,42.4,32,25,37,28.8,30,23.5,23,18.1
Kent County DE,21,16.5,30,23.3,14,10.5,18,13.2,27,19.6,20,14.3,20,14.1,22,15.3,21,14.4,16,10.9,18,12.1
Cleveland County OK,27,13.3,30,14.6,21,9.8,24,11,18,8.1,23,10.2,19,8.4,22,9.5,32,13.6,30,12.7,14,5.9
Will County IL,26,4.8,31,5.7,36,6.7,29,5.3,36,6.5,34,6.1,30,5.4,35,6.2,40,7.1,40,7,38,6.6
Pitt County NC,30,23.2,31,23.5,30,21.3,31,21.7,33,22.8,37,25.3,38,25.8,34,22.9,31,20.7,38,25.2,33,21.7
Newport News City VA,54,34.5,31,19.8,42,28.2,48,32.4,52,35.1,45,30.1,38,25.4,39,26.1,34,22.8,39,26.3,27,18.3
Lexington County SC,34,16.6,31,14.8,39,18,39,17.7,25,11.2,34,15,35,15.2,29,12.4,32,13.4,43,17.7,34,13.8
Orange County CA,322,13.1,314,12.6,288,11.5,301,11.9,258,10.1,301,11.6,285,10.9,329,12.4,348,13.1,311,11.6,285,10.6
Wilson County NC,18,28.3,32,49.9,18,26.9,22,32.9,15,22.3,6,8.9,12,17.8,9,13.3,10,14.7,14,20.5,15,22
Morris County NJ,33,8.2,32,7.9,40,9.7,34,8.2,30,7.2,28,6.7,22,5.2,26,6.2,35,8.3,29,6.9,26,6.1
Montgomery County TX,28,8.1,32,8.9,27,7.3,27,7.1,28,7.2,40,9.9,32,7.6,41,9.4,46,10.2,43,9.3,53,11
Clarke County GA,31,31.4,32,32.1,26,25.6,17,16.6,19,18.3,18,17.2,17,16.3,34,31.7,22,20.3,25,22.7,28,25.3
Clark County NV,347,23,320,20.9,343,21.5,351,21.8,327,20,381,22.9,378,22.2,429,24.7,456,25.7,442,24.4,454,24.4
Bexar County TX,299,23.3,325,24.8,302,21.8,334,23.6,333,23.1,376,25.5,324,21.5,369,24,364,23.2,349,21.9,335,20.7
Orange County NY,39,12.7,33,10.6,35,11.6,24,7.9,20,6.6,12,3.9,13,4.2,11,3.6,35,11.3,26,8.3,27,8.6
Brazoria County TX,24,10,33,13.4,30,12,34,13.3,30,11.5,45,17,26,9.6,26,9.3,42,14.7,37,12.6,33,11
Mecklenburg County NC,365,50.8,331,45,304,40.5,306,39.9,240,30.4,228,28.1,302,36.4,280,33,262,30.1,269,30.2,249,27.5
Hillsborough County FL,360,37.2,331,33.7,303,29.6,284,26.8,263,24.6,300,27.8,333,30.3,325,28.9,289,25.1,302,25.6,311,25.9
Sarasota County FL,45,13.7,34,10.4,29,8.6,36,10.5,30,8.7,38,10.9,32,9,29,8,24,6.5,35,9.3,31,8.1
Rapides Parish LA,19,17.5,34,31.3,33,30.7,27,25.1,23,21.3,33,30.5,27,24.9,29,26.8,43,39.7,22,20.4,47,43.8
Lafayette Parish LA,29,17.1,34,19.7,38,20.8,35,18.9,30,16,42,22,48,24.7,43,21.8,42,21.1,52,26.1,62,30.9
Horry County SC,39,17.7,34,15.2,27,11.7,30,12.7,32,13.3,37,14.9,32,12.5,39,14.6,50,18,65,22.5,61,20.3
Gregg County TX,14,14.9,34,35.6,26,26.2,18,18.1,32,32.1,18,18,30,30.1,37,36.9,17,17,21,21.1,27,26.9
Charles County MD,25,21.7,34,29.3,30,24.9,17,13.9,29,23.3,36,28.5,40,31.2,28,21.7,29,22.2,22,16.6,26,19.3
Palm Beach County FL,428,39.7,340,31.3,311,27.4,312,27.2,259,22.2,319,26.9,312,25.9,275,22.4,285,22.8,288,22.7,290,22.6
Washington County OR,41,9.6,35,8,31,7.2,28,6.3,31,6.9,34,7.4,35,7.5,35,7.4,30,6.2,30,6.1,36,7.2
Stanislaus County CA,37,9.2,36,8.9,32,7.8,25,6,31,7.4,37,8.8,39,9.2,31,7.2,32,7.4,53,12.1,59,13.3
Lucas County OH,48,12.5,36,9.3,28,7.7,40,11,42,11.6,26,7.2,44,12.2,28,7.8,43,11.9,41,11.4,46,12.8
Henrico County VA,46,19,36,14.7,47,18.5,43,16.7,43,16.4,29,11,31,11.6,59,21.8,41,15.1,0,0,53,19.2
Dauphin County PA,39,18,36,16.6,39,17.4,55,24.4,40,17.7,33,14.5,37,16.2,35,15.3,49,21.3,40,17.3,36,15.5
Cumberland County NJ,40,31.1,36,27.9,25,19.3,22,17,25,19.3,16,12.4,18,14,19,14.8,20,15.8,27,21.5,13,10.4
Duval County FL,361,51.7,365,52,284,39.6,289,39.9,316,43.2,287,39,267,35.8,267,35.2,278,36.1,300,38.4,276,34.9
Mclennan County TX,20,10.7,37,19.5,24,12.4,27,13.9,21,10.7,24,12.1,18,9,23,11.4,19,9.3,41,19.9,27,12.9
Burlington County NJ,41,11,37,9.9,34,9,47,12.4,44,11.6,29,7.6,42,11,45,11.8,32,8.4,37,9.7,38,10
Berks County PA,46,13.7,37,10.9,34,9.9,27,7.8,36,10.4,34,9.8,29,8.3,28,8,38,10.9,36,10.2,32,9
Albany County NY,54,21.1,37,14.4,37,14.1,30,11.4,42,15.9,26,9.8,27,10.1,24,9,25,9.4,35,13.1,26,9.7
Wayne County MI,379,23.7,375,23.6,364,24.3,345,23.2,365,24.6,328,22.2,360,24.5,322,22,337,23.1,326,22.4,299,20.5
Wayne County NC,27,29.4,38,41.2,27,26.8,33,32.4,20,19.5,22,21.4,14,13.6,23,22.4,14,13.6,15,14.7,14,13.7
Plymouth County MA,36,8.8,38,9.2,29,7,45,10.8,42,10,47,11.1,33,7.7,31,7.2,45,10.4,41,9.4,63,14.3
Onondaga County NY,51,13.4,38,9.9,41,10.4,54,13.7,45,11.4,42,10.6,53,13.4,35,8.9,30,7.6,21,5.4,31,7.9
Madison County AL,47,17.7,38,14,36,12.9,44,15.5,40,13.9,40,13.7,39,13.2,44,14.8,45,15,39,12.8,32,10.3
Lancaster County PA,30,7.2,38,9.1,43,10,34,7.9,29,6.7,31,7.1,28,6.3,34,7.7,35,7.8,21,4.7,16,3.5
Gaston County NC,28,16.4,38,22.1,32,18.7,30,17.5,26,15,26,14.9,21,11.9,31,17.4,19,10.5,25,13.6,29,15.5
Chesterfield County VA,38,15.4,38,15.2,27,10.4,30,11.4,34,12.7,19,7,27,9.8,29,10.4,36,12.8,,,33,11.4
Bucks County PA,51,9.7,38,7.2,36,6.8,45,8.5,41,7.7,36,6.8,30,5.6,26,4.9,27,5,26,4.8,40,7.4
Ventura County CA,42,6.5,39,6,38,5.6,29,4.2,46,6.7,46,6.6,53,7.6,50,7.1,46,6.5,70,9.8,50,7
Polk County IA,26,7.6,39,11.2,36,10.3,45,12.6,37,10.2,30,8.1,28,7.5,27,7.1,33,8.5,30,7.6,34,8.5
Calcasieu Parish LA,43,28.5,39,25.6,38,24.1,40,25.2,30,18.8,29,18.1,30,18.6,39,24,32,19.5,45,27.2,33,19.9
Butts County GA,25,123,39,192,14,70.2,24,121.2,17,86.2,17,86.9,7,35.6,14,70.2,9,44.6,13,63.6,9,43.8
Shelby County TN,436,59.1,392,53,327,43.3,340,44.7,374,48.8,286,37.3,279,36.4,277,36.2,262,34.2,265,34.6,310,40.5
Essex County NJ,383,61.1,399,63.5,369,57.2,319,49.3,342,52.8,292,45,312,47.9,320,48.9,307,46.8,315,47.8,266,40.1
Sumter County SC,31,36.7,40,47.2,34,38.8,31,35.4,26,29.5,19,21.5,31,35.1,22,25,18,20.4,22,25.1,26,29.5
Snohomish County WA,34,6,40,7,29,4.9,32,5.3,39,6.4,27,4.4,33,5.2,38,5.9,45,6.8,33,4.9,36,5.3
Osceola County FL,50,23.3,40,18.3,53,24,45,19.7,35,14.8,60,24.4,62,24.2,55,20.6,70,25.1,71,24.4,92,30.2
Walker County TX,41,72.9,41,72.2,24,39.9,21,34.7,21,34.5,20,32.4,14,22.5,19,30.2,10,15.7,11,17.1,22,34.1
Prince William County VA,54,18.9,41,13.8,52,16.2,32,9.7,43,12.6,50,14.4,29,8.2,44,12.2,43,11.8,50,13.5,44,11.7
Lake County IN,57,14.2,41,10.2,51,12.6,56,13.8,55,13.5,61,15,55,13.5,45,11.1,50,12.4,39,9.7,55,13.6
Arapahoe County CO,68,15.1,41,8.9,62,13.2,50,10.5,51,10.5,52,10.4,63,12.4,59,11.4,65,12.3,59,11,62,11.4
Prince George's County MD,463,67.9,411,59.9,444,61.7,374,51.5,325,44.2,373,50.2,323,43.1,346,45.8,283,37.4,309,40.7,293,38.6
Summit County OH,30,6.6,42,9.2,26,5.7,39,8.5,41,9,36,7.8,38,8.3,40,8.7,55,12,45,9.8,46,10
Marion County FL,60,21.4,42,14.9,41,14.3,47,16.3,39,13.5,39,13.4,38,13,44,14.8,43,14.3,44,14.4,43,13.8
Knox County TN,55,15.2,42,11.4,34,9.3,55,14.9,38,10.2,43,11.5,36,9.5,40,10.5,52,13.5,50,12.8,51,12.9
Dupage County IL,42,5.5,42,5.5,37,4.9,28,3.6,31,4,40,5.1,34,4.4,51,6.5,43,5.5,38,4.9,39,5
Alexandria City VA,46,37.4,42,33.1,44,36.2,40,32.2,31,24.5,32,25,28,21.6,37,28.1,45,33.6,30,22,27,19.7
Sonoma County CA,37,9.4,43,10.8,24,5.9,42,10.2,41,9.9,35,8.3,30,7,31,7.2,38,8.8,27,6.2,33,7.7
Lehigh County PA,55,19.3,43,15,36,12.3,47,15.9,39,13.1,39,13.1,38,12.7,27,8.9,40,13.2,30,9.8,35,11.3
Sedgwick County KS,29,7.5,44,11.2,47,11.8,39,9.7,37,9.1,24,5.9,32,7.8,53,12.8,36,8.7,26,6.2,40,9.6
Florence County SC,30,27.6,44,40.2,33,29.2,37,32.7,22,19.4,22,19.3,23,20.1,27,23.5,34,29.6,34,29.6,25,21.8
Maricopa County AZ,497,15.8,444,13.8,413,13.3,411,13.1,471,14.6,469,14.3,550,16.4,503,14.7,519,14.8,494,13.8,566,15.5
Orange County FL,486,55.2,446,50.1,401,42,389,39.9,432,43,349,34,373,35.5,418,38.7,422,38,464,40.9,488,42.1
Manatee County FL,43,16,45,16.7,41,14.9,38,13.6,38,13.3,29,9.9,55,18.2,35,11.2,30,9.2,45,13.4,39,11.3
Arlington County VA,47,25.7,45,23.8,38,20.7,35,18.5,44,22.8,34,17.4,44,22.4,33,16.7,31,15.5,,,34,16.6
San Francisco County CA,513,71.2,469,64.7,451,62.1,413,56.3,450,60.4,396,52.5,322,42.1,294,37.9,265,33.8,244,30.9,237,29.9
Solano County CA,53,15.9,47,14,32,9.3,34,9.8,39,11.2,27,7.6,55,15.3,35,9.6,32,8.7,32,8.6,43,11.5
Pinal County AZ,47,17.8,48,17.5,39,12.8,35,11.4,20,6.4,42,13.3,36,11,34,10.1,42,12.1,39,10.8,39,10.4
Collier County FL,54,20.2,48,17.7,46,16.5,40,14.1,34,11.8,34,11.5,33,10.9,47,15.1,59,18.5,41,12.6,38,11.4
Cameron County TX,48,16.7,48,16.5,55,17.7,50,15.8,45,14.1,54,16.8,69,21.3,76,23.4,49,14.9,60,18.2,46,13.8
Brevard County FL,54,11.7,49,10.6,59,12.5,46,9.8,62,13.1,54,11.3,51,10.6,54,11,57,11.3,53,10.3,65,12.5
Bell County TX,40,18.1,49,22.2,51,20.7,43,17.3,57,22.2,38,14.7,37,14.2,42,15.8,39,14.5,49,17.8,72,25.5
Woodbury County IA,,,5,6.1,,,,,,,,,,,,,,,,,5,6
Winnebago County WI,5,3.6,5,3.6,5,3.5,,,,,6,4.2,,,,,,,8,5.5,,
West Feliciana Parish LA,,,5,37.4,9,65.1,5,36.5,,,5,36.6,6,44.1,6,44,,,,,,
Weld County CO,7,3.5,5,2.5,8,4,8,3.9,6,2.8,7,3.2,14,6.3,9,3.9,10,4.2,18,7.3,8,3.1
Waukesha County WI,6,1.9,5,1.6,7,2.1,6,1.8,8,2.4,5,1.5,,,5,1.5,,,5,1.5,5,1.5
Warren County OH,9,5.4,5,2.9,6,3.5,9,5.2,,,8,4.5,7,3.9,9,4.9,,,5,2.6,5,2.6
Wakulla County FL,,,5,17.9,6,23.1,7,26.8,,,,,,,,,0,0,,,,
Victoria County TX,,,5,7.1,7,10,,,8,11.1,,,,,9,12,,,7,9.3,,
Union County AR,,,5,14.2,7,20.3,7,20.4,,,,,,,,,,,,,,
Tolland County CT,,,5,3.9,10,7.6,,,,,,,,,,,,,11,8.3,,
Tipton County TN,,,5,10.3,5,10.1,,,,,,,,,,,,,,,,
Tazewell County IL,,,5,4.5,0,0,,,,,,,,,,,,,,,,
Suwannee County FL,0,0,5,14.9,10,28.1,,,7,19,8,21.7,,,5,13.5,8,21.4,6,16,,
Sussex County VA,,,5,47,,,,,,,,,,,,,,,,,,
Sumter County GA,13,49.7,5,19.2,11,41.1,12,45.6,6,23.1,,,6,23.2,,,,,8,32.1,12,48.2
Stephenson County IL,,,5,12.8,,,5,12.5,,,,,,,,,,,,,,
St. Mary's County MD,7,8.4,5,5.9,,,6,6.9,8,9,8,8.9,10,11.1,,,,,6,6.5,,
St. Martin Parish LA,,,5,11.8,7,16.5,6,14,7,16.3,5,11.5,0,0,,,9,20.4,5,11.2,,
St. Charles Parish LA,9,21.5,5,11.9,9,21,8,18.7,7,16.3,7,16.2,9,20.8,9,20.8,,,,,,
Spalding County GA,5,9.7,5,9.6,,,,,,,5,9.6,6,11.4,,,7,13.1,12,22.1,14,25.5
Sherburne County MN,10,14.5,5,7.2,5,7.1,,,,,,,5,6.8,,,5,6.6,0,0,5,6.4
Shasta County CA,7,4.6,5,3.3,5,3.3,5,3.3,,,8,5.3,7,4.6,,,9,6,,,8,5.2
Scott County MS,,,5,21.4,,,7,30.7,5,21.9,,,,,6,26.2,,,,,5,22
Salem City VA,,,5,22.8,0,0,,,,,0,0,0,0,,,,,,,,
Rusk County TX,9,22.2,5,12.3,8,18,5,11.2,10,22.4,13,29.3,8,18.1,12,27.2,8,18.1,14,30.6,16,34.9
Ross County OH,,,5,7.8,,,6,9.2,,,,,,,,,,,,,0,0
Rogers County OK,,,5,7.1,,,,,8,11,,,,,,,,,,,,
Rockdale County GA,,,5,7.4,12,17.3,5,7.2,7,10,9,12.7,10,13.9,18,24.7,18,24.4,9,12.1,18,23.9
Rock County WI,,,5,3.8,7,5.3,7,5.3,,,,,,,8,6,6,4.5,,,,
Richland County OH,,,5,4.8,,,,,,,5,4.8,,,6,5.8,6,5.9,,,,
Reeves County TX,,,5,56,5,43.2,5,43.2,13,110.7,15,125.8,18,147.8,,,15,118.7,,,,
Raleigh County WV,,,5,7.4,6,9,13,19.3,8,11.9,7,10.5,8,12.1,5,7.6,14,21.7,8,12.6,,
Queen Anne's County MD,,,5,12.5,,,,,,,0,0,,,,,,,0,0,,
Putnam County IN,,,5,15.9,,,,,,,,,,,0,0,,,,,,
Pope County AR,,,5,10,,,0,0,,,,,,,,,,,,,,
Northampton County NC,10,57.2,5,29.1,,,,,5,27.3,,,5,27.8,,,,,,,0,0
Morgan County IN,,,5,8.5,,,,,,,,,,,,,,,,,,
Morgan County IL,5,16.7,5,16.8,,,,,0,0,,,,,0,0,0,0,,,0,0
Monongalia County WV,5,6.4,5,6.3,,,,,,,6,6.7,12,13.2,7,7.6,,,,,6,6.4
Midland County TX,8,7.8,5,4.8,8,7.3,15,13.4,10,8.5,8,6.6,8,6.4,11,8.6,12,9.3,22,16.9,11,8.1
Mercer County WV,,,5,9.5,,,,,,,,,,,,,,,,,,
Mendocino County CA,,,5,6.9,,,,,,,,,5,6.8,,,,,,,5,6.7
Meade County SD,,,5,25.2,5,24.2,,,,,,,,,,,0,0,,,,
Matagorda County TX,,,5,16.8,,,6,20.1,,,8,26.8,6,20.2,9,30.1,6,19.9,7,23.4,,
Marlboro County SC,,,5,20.5,5,20.4,7,28.8,7,29,,,,,,,7,30.3,5,21.9,,
Marion County MS,5,24.1,5,24.3,,,,,,,,,,,,,,,5,24,,
Madison County OH,,,5,13.9,,,0,0,,,,,,,,,0,0,,,,
Louisa County VA,0,0,5,17.9,0,0,,,,,,,,,,,0,0,,,0,0
Livingston County NY,,,5,9.2,,,,,,,,,,,,,,,,,,
Leflore County MS,10,35.6,5,18,,,9,35,,,13,53.1,9,36.8,7,29,8,33.7,8,34.2,8,34.6
Laurens County SC,7,11.9,5,8.5,,,8,14.4,6,10.8,9,16.2,10,17.9,6,10.7,8,14.3,8,14.2,5,8.8
Lasalle County IL,,,5,5.3,7,7.3,0,0,,,,,,,5,5.3,,,0,0,,
Lamar County TX,0,0,5,12.4,,,,,,,,,,,,,5,12.2,,,5,12.1
Kings County CA,14,11.8,5,4.2,13,10.7,5,4.1,8,6.6,12,10,8,6.7,8,6.7,9,7.5,20,16.7,9,7.4
Kershaw County SC,,,5,10.2,7,13.8,7,13.6,10,19.4,8,15.4,10,19,8,15.1,7,13,10,18.4,,
Kay County OK,,,5,13.4,0,0,,,0,0,0,0,,,0,0,,,,,,
Kaufman County TX,10,12.6,5,6.2,12,14.5,14,16.7,7,8.2,6,6.9,13,14.6,10,10.9,7,7.4,7,7.1,12,11.6
Isle Of Wight County VA,,,5,16.5,5,16.7,,,,,,,9,29.4,7,22.7,,,,,,
Holmes County MS,7,43.4,5,31.4,,,,,,,,,,,,,,,0,0,,
Henry County IL,,,5,12.1,,,,,,,0,0,,,0,0,,,,,0,0
Henderson County TX,6,9.1,5,7.6,,,,,6,9,6,9,5,7.5,,,5,7.4,,,7,10
Haywood County NC,,,5,10.2,,,,,0,0,,,,,,,,,,,,
Hardin County TX,,,5,11.5,5,11.2,,,,,,,,,,,,,,,,
Hardin County KY,7,8.8,5,6.2,7,8.1,,,9,10.2,6,6.7,13,14.6,5,5.7,9,10.2,8,9,19,20.9
Hardeman County TN,6,25.4,5,21.3,6,25.9,,,,,0,0,,,0,0,,,,,0,0
Hancock County IN,,,5,9,,,,,,,,,,,,,,,,,,
Hamilton County IN,,,5,2.3,10,4.6,10,4.5,13,5.7,8,3.4,7,2.9,6,2.4,6,2.4,18,6.9,11,4.1
Garza County TX,,,5,130.4,0,0,,,,,5,89.6,,,,,6,105.1,0,0,,
Forsyth County GA,10,7.7,5,3.7,7,5.1,9,6.3,7,4.8,6,3.9,6,3.7,6,3.6,,,12,6.5,7,3.6
Floyd County IN,6,9.8,5,8.1,6,9.7,6,9.6,5,8,5,7.9,,,6,9.4,,,6,9.3,,
Floyd County GA,11,14.1,5,6.4,7,8.8,9,11.3,5,6.3,7,8.8,,,5,6.2,,,12,14.8,12,14.7
Fairfield County SC,,,5,25.6,9,44.9,6,30.1,7,35.3,,,6,30.4,5,25.4,5,25.6,,,5,25.8
Evangeline Parish LA,,,5,17.6,,,7,25.6,10,36.6,8,29.2,8,29.1,6,21.8,9,32.8,8,29.2,10,36.6
Elko County NV,0,0,5,13.1,,,0,0,0,0,,,,,,,,,,,,
Dunn County WI,,,5,13.6,0,0,0,0,,,0,0,0,0,,,,,0,0,,
Douglas County CO,7,3.2,5,2.2,7,3.1,6,2.6,11,4.7,,,8,3.2,9,3.5,8,3,10,3.6,12,4.2
Dodge County WI,6,8.1,5,6.7,,,,,,,,,,,,,,,6,7.9,0,0
Dixie County FL,,,5,39.5,0,0,0,0,,,,,,,,,,,,,0,0
Dickson County TN,0,0,5,12.7,,,,,0,0,,,,,,,,,,,,
Daviess County KY,7,9,5,6.4,,,6,7.5,6,7.5,,,9,11.1,7,8.6,,,,,,
Creek County OK,,,5,8.6,,,,,,,,,,,,,,,,,,
Crawford County PA,,,5,6.7,,,6,8,,,0,0,,,,,,,,,,
Covington County MS,,,5,30,0,0,,,,,,,,,,,,,0,0,,
Cook County GA,,,5,37.6,,,,,,,5,36.2,,,,,,,,,5,35.4
Clarendon County SC,8,28.6,5,17.9,5,16.9,9,30.6,7,23.9,12,41,7,23.9,9,30.9,,,5,17,,
