Full Name,Diag 08,Diag Rate 08,Diag 09,Diag Rate 09,Diag 10,Diag Rate 10,Diag 11,Diag Rate 11,Diag 12,Diag Rate 12,Diag 13,Diag Rate 13,Diag 14,Diag Rate 14,Diag 15,Diag Rate 15,Diag 16,Diag Rate 16,Diag 17,Diag Rate 17,Diag 18,Diag Rate 18
Claiborne County MS,,,5,55.9,,,,,,,,,0,0,,,0,0,,,,
Cass County MO,,,5,6.1,5,6.2,,,,,7,8.5,6,7.2,,,,,5,5.8,,
Carbon County PA,,,5,9.1,8,14.3,,,6,10.8,,,6,10.8,,,5,9.1,,,,
Calvert County MD,9,12.3,5,6.8,6,8.2,9,12.2,10,13.4,,,0,0,,,8,10.5,,,,
Caldwell County TX,,,5,16.3,7,22.5,5,15.8,7,21.9,,,5,15.1,5,14.8,11,32.1,5,14.1,,
Cabell County WV,8,9.9,5,6.2,8,9.7,5,6,5,6,5,6,11,13.3,9,10.9,,,6,7.4,16,20
Butte County CA,12,6.4,5,2.7,6,3.2,,,9,4.8,8,4.2,8,4.2,7,3.6,14,7.2,7,3.6,9,4.5
Brantley County GA,,,5,38.2,,,,,,,,,,,,,,,0,0,,
Bradford County FL,5,20.1,5,20,,,6,24.7,,,,,,,,,,,,,6,25.2
Berkshire County MA,8,7.1,5,4.5,,,6,5.3,,,,,9,8,,,7,6.2,,,,
Benton County WA,,,5,3.7,6,4.2,12,8.3,5,3.4,8,5.4,8,5.3,,,6,3.8,,,,
Benton County OR,,,5,7,5,6.7,,,,,,,,,,,6,7.6,,,,
Beaver County PA,,,5,3.4,10,6.8,6,4.1,6,4.1,,,5,3.4,,,,,10,7,11,7.7
Bastrop County TX,9,15.1,5,8.2,13,21.5,10,16.3,9,14.7,,,7,10.9,,,12,17.7,10,14.4,14,19.6
Bartholomew County IN,,,5,8,5,7.9,,,,,,,,,,,,,,,,
Avoyelles Parish LA,6,17.3,5,14.4,,,7,20.3,,,8,23.4,,,,,,,6,17.7,9,26.9
Atascosa County TX,,,5,14.1,,,,,,,,,,,7,18.1,5,12.8,6,15.2,7,17.3
Anderson County TN,,,5,7.9,7,11,,,,,7,10.9,,,6,9.3,,,,,6,9.2
Amite County MS,,,5,45.6,,,,,,,0,0,,,,,0,0,0,0,,
Allendale County SC,,,5,58.9,,,,,,,0,0,,,,,,,0,0,,
Albemarle County VA,9,11.3,5,6.2,8,9.5,,,,,9,10.4,5,5.7,5,5.6,,,0,0,11,11.8
Adams County MS,,,5,19.7,,,,,11,40.5,5,18.4,,,5,18.7,,,,,9,33.7
Norfolk County MA,45,8.1,50,8.9,37,6.5,33,5.8,27,4.7,36,6.2,40,6.8,42,7.1,39,6.6,31,5.2,42,7
Fayette County KY,35,14.2,50,20.1,49,19.6,49,19.3,63,24.5,62,23.7,55,20.9,51,19.1,50,18.5,40,14.7,46,16.8
Macomb County MI,45,6.5,51,7.3,45,6.4,50,7,59,8.2,52,7.2,51,7,63,8.6,56,7.6,70,9.4,77,10.3
Worcester County MA,53,8,52,7.7,62,9.2,60,8.9,55,8.1,44,6.4,42,6.1,45,6.5,69,9.9,55,7.8,45,6.3
Dougherty County GA,49,63.7,52,67.4,50,65.2,54,70,46,59.7,34,44.6,42,55.4,43,57.2,60,80.7,38,51.6,43,56.7
Montgomery County OH,53,11.9,53,11.9,75,16.7,77,17.2,63,14.1,63,14.1,58,13,54,12.1,53,11.9,62,13.9,66,14.7
Bristol County MA,43,9.4,53,11.5,36,7.8,28,6,49,10.5,46,9.8,45,9.5,46,9.7,36,7.6,35,7.3,41,8.5
San Mateo County CA,58,9.8,54,9,56,9.3,75,12.3,69,11.1,50,7.9,67,10.5,62,9.6,57,8.8,57,8.7,60,9.2
Hampden County MA,70,17.9,54,13.7,74,19,61,15.6,79,20.1,72,18.3,51,12.9,52,13.1,61,15.4,44,11.1,63,15.8
Lake County IL,42,7.4,55,9.6,52,9.1,48,8.4,49,8.5,37,6.4,45,7.8,34,5.8,36,6.2,34,5.8,40,6.8
Kent County MI,37,7.5,55,11.1,36,7.4,40,8.1,46,9.2,42,8.2,52,10.1,41,7.8,46,8.7,45,8.4,39,7.2
Adams County CO,65,19.2,55,15.9,48,13.8,40,11.2,43,11.8,32,8.6,35,9.2,36,9.2,39,9.8,66,16.3,48,11.6
Baltimore City MD,788,147.8,554,104.1,501,95.6,423,80.8,418,79.6,354,67.5,302,57.5,297,56.7,261,50.2,237,46,208,40.8
Dekalb County GA,630,103.7,557,90.8,494,86.6,483,84,483,82.6,380,64.3,396,66.3,389,64.3,364,59,358,57.6,345,55.1
Escambia County FL,68,26.7,56,22,68,27,65,25.7,49,19.1,55,21.2,60,23,58,22.1,42,15.9,59,22.3,57,21.3
Denton County TX,48,9.4,56,10.7,48,9,73,13.3,56,9.8,52,8.8,61,10,81,12.7,60,9.1,63,9.2,87,12.3
Bibb County GA,72,57.7,56,44.7,56,44.1,49,38.5,58,45.4,55,43.4,55,43.6,67,53.2,61,48.5,52,41.4,56,44.5
Montgomery County PA,75,11.5,57,8.7,67,10,42,6.2,41,6,68,9.9,45,6.5,36,5.2,34,4.9,49,7,25,3.6
Virginia Beach City VA,51,14.4,58,16.2,65,17.9,60,16.3,47,12.7,58,15.6,63,16.8,69,18.3,62,16.4,74,19.6,52,13.8
Hamilton County TN,62,22,58,20.4,50,17.6,42,14.6,49,16.8,43,14.6,50,16.8,44,14.7,54,17.8,43,14,47,15.2
St. Clair County IL,56,26.1,59,27.3,42,18.9,51,22.9,41,18.5,41,18.6,50,22.7,32,14.6,33,15.1,37,17,25,11.5
Seminole County FL,51,14.8,59,17,52,14.6,57,15.8,35,9.6,46,12.4,53,14.1,71,18.6,81,20.9,78,19.8,74,18.6
Essex County MA,58,9.4,59,9.5,68,10.9,64,10.1,79,12.4,67,10.4,55,8.4,66,10,77,11.6,68,10.2,74,11
Bernalillo County NM,69,13.2,59,11.2,58,10.6,52,9.4,44,7.9,56,10,51,9,57,10.1,58,10.2,55,9.6,43,7.5
Atlantic County NJ,51,22.6,59,26,38,16.5,38,16.5,55,23.8,42,18.2,32,13.9,52,22.7,48,21.2,31,13.7,41,18.2
Queens County NY,617,32,598,30.7,545,28.6,488,25.4,495,25.6,461,23.7,492,25.2,464,23.7,452,23,433,22.2,409,21.1
York County VA,,,6,11.8,,,,,,,0,0,,,12,21.2,,,9,15.9,,
Yellowstone County MT,,,6,5,7,5.7,6,4.8,8,6.4,,,,,5,3.9,,,5,3.8,10,7.5
Yazoo County MS,8,34.6,6,26.2,6,26,7,30.2,6,25.7,6,26,7,30.5,,,,,5,20.9,5,21
Wood County TX,0,0,6,16.3,,,,,0,0,,,6,16.3,,,6,15.9,,,7,17.9
Wilson County TN,,,6,6.5,,,8,8.3,5,5.1,,,,,,,,,7,6.2,7,6
Wharton County TX,9,27.4,6,18.3,0,0,7,21,,,0,0,6,18,5,14.8,,,,,5,14.7
West Baton Rouge Parish LA,7,37.7,6,32.3,5,25.4,6,30.4,,,7,34.4,7,33.7,8,38.2,8,37.6,9,41.9,7,32.3
Wayne County NY,5,6.5,6,7.8,5,6.4,7,8.9,,,,,,,,,,,5,6.5,,
Washington County PA,5,2.8,6,3.4,,,,,7,3.9,9,5,,,,,,,8,4.5,6,3.4
Washington County NY,,,6,11.1,,,5,9.3,,,,,,,0,0,,,,,,
Warren County MS,9,23.3,6,15.6,8,20.1,6,15.2,6,15.2,10,25.2,5,12.6,10,25.5,6,15.4,15,38.7,12,31.3
Waller County TX,7,23.9,6,20.3,,,6,16.5,,,6,16,5,12.9,,,5,12.1,9,21.3,9,20.6
Vermilion Parish LA,,,6,13.2,,,6,12.8,8,16.9,,,7,14.5,,,6,12.3,6,12.3,5,10.2
Vance County NC,9,25.9,6,17.2,10,26.9,9,24.1,10,26.9,6,16.3,12,32.5,7,19,9,24.3,6,16.3,8,21.6
Valencia County NM,,,6,10.1,,,7,11.1,,,6,9.5,,,,,7,11.1,,,,
Utah County UT,8,2.1,6,1.5,7,1.8,,,19,4.8,6,1.5,5,1.2,12,2.8,14,3.2,9,2,13,2.8
Terrebonne Parish LA,10,11.4,6,6.8,12,13.3,13,14.3,9,9.9,16,17.5,11,11.9,20,21.7,11,12,9,9.9,10,11
Sussex County NJ,,,6,4.7,7,5.6,,,5,4,5,4,6,4.8,,,,,7,5.7,7,5.7
Surry County NC,,,6,10,,,0,0,,,7,11.4,,,,,,,0,0,,
St. John The Baptist Parish LA,8,21,6,15.8,15,40.6,16,43.7,18,49.5,12,33.6,5,13.9,9,25.1,18,50.3,8,22.4,9,25.2
St. Francis County AR,,,6,28,0,0,,,,,,,,,,,6,27,,,,
Somerset County MD,6,26.3,6,26.6,,,6,26,,,,,,,,,6,26.6,,,5,22.3
Schenectady County NY,13,10.2,6,4.7,13,10,14,10.7,8,6.1,8,6.1,7,5.3,8,6.1,15,11.5,12,9.2,14,10.6
San Juan County NM,,,6,6.1,5,4.9,,,9,8.7,5,4.8,6,5.8,8,7.8,5,4.9,9,8.8,8,7.9
Rockingham County NH,,,6,2.4,12,4.8,8,3.2,5,2,7,2.7,7,2.7,5,1.9,,,,,,
Rockingham County NC,12,15.5,6,7.8,,,11,13.9,,,,,7,8.9,5,6.4,10,12.8,9,11.6,7,9
Rice County MN,6,11.5,6,11.5,,,0,0,,,0,0,,,,,,,0,0,,
Powhatan County VA,7,29.9,6,25.3,,,,,,,0,0,,,0,0,,,0,0,,
Portage County OH,11,8.2,6,4.5,,,6,4.3,,,6,4.3,9,6.4,,,7,5,7,4.9,6,4.2
Pittsylvania County VA,,,6,11.5,5,9.2,5,9.2,7,13,,,0,0,,,,,,,7,13.2
Parker County TX,6,6.5,6,6.3,6,6.2,5,5.1,,,,,,,,,7,6.6,,,,
Otero County NM,8,15.2,6,11.4,7,13.3,,,,,,,,,,,,,,,0,0
Oswego County NY,,,6,5.8,5,4.9,,,,,5,4.9,,,,,,,0,0,5,5
Niagara County NY,11,6,6,3.3,10,5.4,13,7.1,6,3.3,13,7.1,8,4.4,8,4.4,7,3.9,6,3.3,7,3.9
Newport County RI,,,6,8.7,,,8,11.1,,,,,,,,,,,,,,
Navarro County TX,9,22.7,6,15,6,15.5,6,15.4,8,20.5,,,7,18,6,15.4,,,,,,
Natchitoches Parish LA,8,25,6,18.7,8,24.6,12,37,7,21.6,6,18.5,8,24.7,12,37.1,7,21.6,7,21.6,,
Morehouse Parish LA,5,21.4,6,25.9,8,35,,,,,,,,,,,,,6,28.3,,
Moore County NC,11,15.2,6,8.2,,,9,11.9,7,9.2,6,7.8,12,15.2,9,11.3,6,7.4,,,5,6
Mississippi County AR,6,16.2,6,16.3,,,,,5,13.7,,,8,22.3,,,,,7,20.5,7,20.9
Merrimack County NH,8,6.3,6,4.7,7,5.6,,,6,4.7,9,7.1,,,5,3.9,7,5.4,,,,
Maury County TN,,,6,8.7,5,7.5,7,10.4,10,14.8,7,10.1,7,9.9,5,6.9,6,8.1,12,15.7,7,8.9
Manassas City VA,5,18.5,6,21,,,,,,,,,,,7,21.1,,,,,,
Madison Parish LA,,,6,65.3,,,,,,,,,,,,,,,,,,
Levy County FL,,,6,18.1,5,14.4,,,,,7,20.7,,,5,14.7,5,14.6,6,17.3,,
Lebanon County PA,7,6.5,6,5.5,,,7,6.2,9,8,5,4.4,5,4.4,5,4.4,9,7.8,5,4.3,5,4.2
Leavenworth County KS,7,11.4,6,9.7,,,6,9.5,5,7.8,8,12.4,,,,,0,0,,,5,7.4
Larimer County CO,12,4.8,6,2.4,14,5.5,6,2.3,9,3.4,,,8,2.9,8,2.8,9,3.1,12,4.1,14,4.6
Johnson County TX,11,8.9,6,4.7,11,9,6,4.9,5,4,14,11.1,5,3.9,13,10,8,6,8,5.9,16,11.4
Hunt County TX,10,14.8,6,8.8,,,6,8.4,8,11.1,5,6.9,7,9.5,6,8.1,11,14.4,10,12.8,6,7.5
Hertford County NC,,,6,30.5,8,38,6,28.5,6,28.5,7,33.1,,,,,,,,,6,29.2
Hawaii County HI,6,4.1,6,4,7,4.5,10,6.4,8,5.1,17,10.6,8,4.9,15,9.1,7,4.2,7,4.2,6,3.5
Hardin County TN,,,6,26.9,0,0,0,0,,,,,0,0,,,,,,,,
Hanover County VA,5,6.1,6,7.2,7,8.4,,,5,5.9,8,9.4,,,7,8,5,5.6,0,0,,
Halifax County NC,14,30.5,6,13.2,,,13,28.6,12,26.5,8,17.8,11,24.6,9,20.4,5,11.4,10,22.9,,
Guadalupe County TX,,,6,6.1,,,8,7.3,6,5.3,12,10.3,7,5.8,6,4.9,9,7.1,11,8.4,6,4.5
Grimes County TX,,,6,27.6,,,0,0,,,,,,,,,,,,,,
Greenbrier County WV,,,6,20.4,0,0,0,0,,,,,,,,,,,,,,
Fremont County CO,,,6,14.3,,,0,0,5,12.1,0,0,,,,,,,,,,
Franklin County WA,5,9.3,6,10.6,,,,,,,0,0,,,5,7.5,,,,,,
Franklin County MO,,,6,7.2,,,0,0,,,0,0,0,0,,,,,,,,
Fayette County TN,9,28.3,6,18.6,8,25,18,55.7,9,27.6,17,51.6,8,24,,,7,20.6,7,20.3,,
Fairfield County OH,6,5.1,6,5.1,12,10,7,5.8,5,4.1,,,,,6,4.8,7,5.5,,,,
Effingham County GA,,,6,14,,,5,11.8,5,11.6,7,15.9,,,6,13,5,10.5,6,12.3,,
Douglas County KS,5,5,6,5.9,,,,,9,9.2,5,5.1,7,7,5,4.9,,,,,5,4.7
Dillon County SC,,,6,24.3,7,27.1,,,5,19.6,5,19.6,,,5,19.7,6,23.9,,,,
Deschutes County OR,5,3.8,6,4.5,,,5,3.7,6,4.4,6,4.3,,,,,,,6,3.8,,
Cochise County AZ,6,5.6,6,5.6,5,4.5,10,9,6,5.4,7,6.5,5,4.7,9,8.5,7,6.6,5,4.8,7,6.5
Clarke County AL,,,6,28,,,,,,,0,0,0,0,0,0,,,,,0,0
Cecil County MD,6,7.3,6,7.2,,,6,7.1,,,6,7.1,6,7,,,,,6,7,8,9.2
Caswell County NC,6,30.3,6,30.5,,,,,,,,,0,0,,,,,,,,
Canadian County OK,9,10.4,6,6.7,6,6.4,6,6.2,,,12,11.8,11,10.5,,,8,7.2,10,8.8,9,7.7
Calhoun County MI,,,6,5.3,7,6.2,15,13.4,6,5.3,7,6.2,8,7.1,6,5.4,6,5.3,,,10,8.9
Calhoun County FL,,,6,51.2,6,48.4,,,,,,,0,0,,,,,,,,
Blount County TN,,,6,5.8,,,9,8.6,5,4.8,,,,,,,5,4.5,9,8.1,5,4.4
Berrien County MI,10,7.5,6,4.5,5,3.8,12,9.1,10,7.6,16,12.2,10,7.6,6,4.6,5,3.8,9,6.9,,
Beaufort County NC,9,23.2,6,15.5,6,14.9,8,19.9,,,6,14.9,,,,,,,5,12.4,6,14.8
Barnwell County SC,7,37.3,6,32.3,5,26.9,,,0,0,,,9,49.7,,,5,28,,,,
Augusta County VA,,,6,9.8,,,,,,,,,,,5,7.8,,,0,0,,
Androscoggin County ME,7,7.8,6,6.7,8,8.9,,,5,5.5,6,6.7,,,,,11,12.2,,,,
Allen County OH,8,9.3,6,7,8,9.1,7,8,8,9.1,13,14.9,6,6.9,12,13.8,9,10.4,,,7,8.2
San Diego County CA,565,22.7,604,24,554,21.4,495,18.9,469,17.7,483,18,497,18.3,491,17.8,503,18.1,412,14.7,346,12.3
Pierce County WA,54,8.4,61,9.3,57,8.7,53,8,50,7.5,58,8.6,44,6.4,63,9.1,46,6.5,52,7.2,60,8.1
Richmond County NY,60,14.7,62,15,92,23.4,57,14.4,70,17.7,70,17.6,57,14.3,63,15.8,78,19.5,35,8.7,34,8.4
Douglas County NE,49,12.1,62,15.1,68,16.2,46,10.9,49,11.4,48,11.1,52,11.8,39,8.8,48,10.7,46,10.1,36,7.8
San Joaquin County CA,65,12.4,63,11.9,93,17.1,76,13.8,48,8.6,79,14.1,70,12.3,73,12.6,54,9.2,63,10.6,65,10.7
Muscogee County GA,75,49.8,63,41.1,64,41.1,65,40.8,61,37.6,46,27.7,34,20.8,59,36.4,66,41.2,82,51.8,55,34.7
Middlesex County NJ,73,11.2,63,9.6,81,11.9,55,8,76,11.1,66,9.6,64,9.2,84,12.1,82,11.8,89,12.7,84,12
Greenville County SC,45,12.4,63,17,53,14.2,59,15.6,52,13.5,67,17.1,66,16.5,61,15,63,15.2,60,14.2,68,15.9
Galveston County TX,37,15.8,63,27.1,48,20.1,33,13.6,40,16.2,36,14.3,50,19.4,54,20.4,44,16.2,45,16.3,36,12.9
Fort Bend County TX,53,12.6,63,14.3,47,10.1,65,13.5,73,14.7,66,12.7,75,13.7,61,10.6,73,12.2,82,13.3,86,13.5
Tulsa County OK,61,12.7,65,13.4,72,14.7,73,14.7,89,17.8,94,18.5,89,17.3,76,14.6,64,12.2,69,13.1,46,8.7
Bergen County NJ,67,8.9,66,8.7,51,6.7,55,7.1,62,8,69,8.8,72,9.2,70,8.9,71,9,49,6.2,61,7.6
Alachua County FL,69,32.9,66,31.3,47,21.8,61,28.1,49,22.4,46,21,65,29.3,56,24.9,40,17.5,50,21.6,41,17.5
Ramsey County MN,46,11,69,16.4,60,14.2,45,10.5,52,12,38,8.7,51,11.6,41,9.2,39,8.7,49,10.9,43,9.4
Fulton County GA,750,90.1,698,82.2,645,84.4,616,78.6,586,72.5,578,70.9,587,71,648,77.1,572,66.7,617,70.6,666,75.2
Yavapai County AZ,8,4.3,7,3.8,,,5,2.7,6,3.2,8,4.3,,,7,3.6,5,2.5,9,4.5,5,2.4
Willacy County TX,8,50.5,7,44.1,6,33.3,10,55.6,8,44.3,9,49.9,12,66.7,10,55.7,,,,,,
Westmoreland County PA,8,2.6,7,2.2,8,2.5,5,1.6,8,2.5,,,16,5.1,7,2.3,,,6,2,12,3.9
Webster Parish LA,,,7,20.8,,,,,,,11,32.4,,,5,14.9,6,18.1,8,24.4,5,15.4
Washington County MN,6,3.2,7,3.7,15,7.7,,,,,9,4.4,5,2.4,7,3.4,6,2.9,6,2.8,9,4.2
Tompkins County NY,6,6.7,7,7.8,,,6,6.6,11,12,,,,,5,5.4,5,5.4,7,7.6,6,6.5
Tom Green County TX,8,9.1,7,7.9,,,6,6.5,,,13,13.7,13,13.5,9,9.3,7,7.2,7,7.2,19,19.5
Tippecanoe County IN,7,5,7,4.9,5,3.4,8,5.4,12,7.9,5,3.2,6,3.8,8,5.1,10,6.2,8,4.9,8,4.9
Talladega County AL,12,17.9,7,10.5,5,7.3,5,7.3,5,7.2,14,20.3,,,6,8.7,9,13.2,8,11.7,7,10.3
Sunflower County MS,,,7,28.9,6,25.2,8,34.3,,,6,25.9,,,,,0,0,,,,
Sullivan County TN,6,4.6,7,5.3,,,,,,,6,4.5,6,4.5,6,4.5,6,4.5,7,5.2,11,8.1
Somerset County PA,5,7.5,7,10.5,,,,,,,,,,,,,,,,,,
Shawnee County KS,5,3.5,7,4.8,5,3.4,9,6.1,19,12.9,14,9.5,17,11.5,8,5.4,5,3.4,11,7.4,6,4.1
Saratoga County NY,5,2.7,7,3.8,,,6,3.2,,,5,2.6,6,3.1,9,4.7,5,2.6,,,5,2.5
Rock Island County IL,8,6.5,7,5.7,22,17.8,14,11.3,10,8.1,6,4.9,12,9.7,13,10.6,10,8.2,,,10,8.3
Richmond County NC,6,15.8,7,18.5,7,18.2,8,20.7,,,,,,,,,7,18.6,7,18.6,7,18.6
Polk County TX,,,7,17.6,6,15.5,6,15.5,,,6,15.5,,,9,22.6,6,14.8,,,8,18.7
Pike County MS,10,31.4,7,22.1,9,27.6,12,36.8,,,11,34,10,31,6,18.6,9,28,,,12,37.2
Pickaway County OH,24,52.2,7,15.2,9,19.3,10,21.3,11,23.2,8,16.8,9,18.7,12,24.9,16,32.7,16,32.6,13,26.3
Ottawa County MI,7,3.3,7,3.3,7,3.2,,,,,,,7,3.1,10,4.3,,,11,4.6,8,3.3
Newberry County SC,,,7,21.8,,,,,,,7,22.2,6,18.9,,,,,,,5,15.4
Navajo County AZ,6,6.8,7,7.9,5,5.9,9,10.6,6,7,13,15.2,13,15.1,6,6.9,10,11.5,11,12.5,6,6.7
Maui County HI,9,7.5,7,5.8,12,9.3,9,6.9,10,7.5,10,7.4,13,9.5,6,4.4,7,5,9,6.4,5,3.6
Lycoming County PA,8,8,7,7,,,5,5,7,7,,,,,6,6.1,5,5.1,,,,
Linn County IA,,,7,4.1,9,5.2,9,5.1,13,7.3,19,10.6,14,7.7,13,7.1,20,10.8,9,4.8,18,9.6
Licking County OH,,,7,5.4,10,7.3,5,3.6,9,6.5,6,4.3,,,,,,,6,4.1,10,6.8
Liberty County GA,12,27.1,7,14.8,13,26.9,10,20,10,20.3,7,14.7,11,22.2,9,18.7,9,18.8,6,12.4,17,35.5
Lawrence County OH,,,7,13.3,,,,,,,,,,,,,,,,,5,9.9
Lauderdale County MS,13,20.3,7,10.9,13,19.7,15,22.6,17,25.7,11,16.6,7,10.7,18,27.8,12,18.7,9,14.2,11,17.5
Laporte County IN,8,8.7,7,7.5,15,16,13,13.9,7,7.5,5,5.3,,,,,8,8.6,7,7.5,7,7.5
Lancaster County SC,,,7,10.8,8,12.5,6,9.2,,,8,11.8,6,8.5,6,8.3,8,10.6,6,7.7,,
Lafayette County MS,11,29.3,7,18.5,6,14.6,,,,,7,15.7,6,13.3,8,17.5,8,17.3,10,21.2,6,12.6
Kent County RI,,,7,4.8,11,7.7,9,6.3,6,4.2,,,7,4.9,5,3.5,10,7,6,4.2,7,4.9
Jasper County MO,10,10.6,7,7.3,8,8.4,7,7.5,5,5.3,6,6.3,10,10.4,8,8.3,,,6,6.1,5,5.1
Jackson County OR,8,4.7,7,4.1,6,3.5,6,3.5,11,6.3,7,4,17,9.6,12,6.7,13,7.1,13,7.1,7,3.7
Iredell County NC,11,8.7,7,5.4,12,9.1,5,3.8,7,5.2,9,6.6,,,7,4.9,5,3.5,11,7.5,9,6
Hunterdon County NJ,11,10.1,7,6.4,7,6.5,6,5.6,10,9.2,7,6.4,14,12.9,8,7.4,9,8.3,,,5,4.6
Houston County TX,6,31.4,7,36.8,,,5,24.9,,,9,45.8,9,45.9,5,25.6,5,25.4,,,,
Hendry County FL,,,7,22.4,,,,,5,16.6,,,5,16.3,8,25.4,9,27.9,,,9,26.8
Hays County TX,11,9,7,5.5,,,18,13.4,10,7.2,11,7.5,17,11.1,11,6.8,21,12.3,19,10.6,27,14.5
Hampshire County MA,9,6.5,7,5.1,8,5.7,11,7.7,7,4.9,,,5,3.5,,,,,,,7,4.8
Greene County NY,,,7,16.5,,,0,0,,,,,,,,,,,,,,
Grady County GA,9,45,7,34.9,9,44.3,,,11,53.6,7,34.3,,,6,29.3,,,,,,
El Dorado County CA,16,10.8,7,4.7,,,8,5.2,,,,,,,6,3.8,,,8,4.9,,
Ector County TX,14,13.8,7,6.7,11,10.2,5,4.6,11,9.8,10,8.6,10,8.3,21,17,24,19.6,23,18.9,22,17.5
Dekalb County IL,,,7,7.8,,,7,8,9,10.3,,,5,5.7,8,9.1,11,12.5,8,9.1,,
Davidson County NC,18,13.8,7,5.3,8,5.9,11,8.1,10,7.3,14,10.2,9,6.5,10,7.2,12,8.6,11,7.9,15,10.6
Comal County TX,6,6.6,7,7.4,9,9.9,6,6.4,9,9.4,9,9.1,8,7.7,,,7,6.2,9,7.6,6,4.8
Clermont County OH,,,7,4.4,,,10,6.1,8,4.9,9,5.4,12,7.2,,,10,5.9,,,12,7
Chester County SC,,,7,26.1,5,18.1,,,,,,,,,6,22.2,10,37,5,18.4,,
Cherokee County TX,9,23.1,7,17.9,8,19.3,5,12.1,5,12,5,12,6,14.4,9,21.4,5,11.8,,,,
Catoosa County GA,6,11.5,7,13.3,5,9.5,,,8,14.9,,,,,,,,,7,12.5,,
Blount County AL,,,7,14.5,,,,,,,,,,,5,10.4,,,,,,
Berkeley County WV,16,19.1,7,8.2,5,5.8,,,9,10.2,11,12.3,,,5,5.4,5,5.3,9,9.4,,
Bannock County ID,12,18.5,7,10.7,,,,,0,0,,,,,,,,,,,0,0
Baldwin County GA,25,62,7,17.7,12,30.9,11,28.6,,,8,20.2,,,7,17.9,11,28.2,7,18.1,11,28.3
Baker County GA,8,250.8,7,226.5,,,6,216.4,,,0,0,,,0,0,0,0,0,0,,
Autauga County AL,8,19.8,7,17.1,,,7,15.5,7,15.5,,,7,15.4,5,11,5,10.9,10,21.6,,
Richmond County GA,73,45.2,71,43.9,67,40.6,57,34.7,56,33.7,56,33.8,51,30.7,70,42,59,35.3,61,36.4,92,54.8
