Geography,M2F Diag 08,ID Diag 08,M2M Diag 08,M2MID Diag 08,O Diag 08,M2F Diag 09,ID Diag 09,M2M Diag 09,M2MID Diag 09,O Diag 09,M2F Diag 10,ID Diag 10,M2M Diag 10,M2MID Diag 10,O Diag 10,M2F Diag 11,ID Diag 11,M2M Diag 11,M2MID Diag 11,O Diag 11,M2F Diag 12,ID Diag 12,M2M Diag 12,M2MID Diag 12,O Diag 12,M2F Diag 13,ID Diag 13,M2M Diag 13,M2MID Diag 13,O Diag 13,M2F Diag 14,ID Diag 14,M2M Diag 14,M2MID Diag 14,O Diag 14,M2F Diag 15,ID Diag 15,M2M Diag 15,M2MID Diag 15,O Diag 15,M2F Diag 16,ID Diag 16,M2M Diag 16,M2MID Diag 16,O Diag 16,M2F Diag 17,ID Diag 17,M2M Diag 17,M2MID Diag 17,O Diag 17,M2F Diag 18,ID Diag 18,M2M Diag 18,M2MID Diag 18,O Diag 18
St. Clair County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Clair County MI,,0,,0,0,,,,,,,,7,0,0,,,,0,0,,,,,,,,,0,0,,,,,,,0,,,0,,,5,0,0,,,,,,0,,,0,0
St. Clair County MO,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0
St. Croix County WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0
St. Francis County AR,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
St. Francois County MO,,,6,,0,0,,6,,0,,,,,,,0,5,,0,,,,0,0,0,,,0,0,0,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0
St. Helena Parish LA,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,
St. James Parish LA,,,,,,6,,6,,0,0,0,0,0,0,,,,,,,0,,0,0,5,0,,,0,,,,0,0,,,,,,,0,5,,0,,0,,0,0,,0,,0,0
St. John The Baptist Parish LA,6,0,,,0,,0,,0,0,11,0,,,0,7,0,9,0,0,11,0,7,0,0,6,0,6,0,0,,0,,0,0,,,6,0,0,6,,10,,0,5,0,,,0,,,5,0,0
St. Johns County FL,5,,6,,0,10,,6,,0,,,,0,0,,0,,0,,5,0,10,0,0,5,,7,,0,,,7,0,0,8,,,0,0,,,10,,0,8,,11,,0,,,6,0,0
St. Joseph County IN,13,,7,,0,15,,8,,0,9,,8,,0,9,,13,,0,14,,19,,0,,,17,0,0,6,,20,,0,5,0,17,,,13,0,17,0,0,8,,10,,0,7,,18,,0
St. Joseph County MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,
St. Landry Parish LA,13,,8,,0,10,,9,,0,13,,5,,0,6,,8,,0,9,0,7,0,0,11,,6,,0,16,,14,,0,14,,6,,0,9,,6,,0,5,,13,,0,9,,16,,0
St. Lawrence County NY,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,,5,,0,,,,,0,,,,,,,,,,,,,,,,,,,,
St. Louis City MO,27,7,88,6,0,22,,91,,0,32,,103,,0,22,,95,,0,21,,93,,0,23,,79,,0,18,,61,,0,23,,74,,0,28,7,87,0,0,27,,83,,0,20,,70,,0
St. Louis County MN,,,,,,,,,,,,0,,0,0,,,,,,,,9,,0,,,7,,0,,,,,,,,,,,,0,,0,0,,,,,,,0,,0,0
St. Louis County MO,22,,68,,0,23,,74,,0,24,7,91,5,0,16,,86,,0,27,,99,,0,31,,81,,0,32,,82,,0,38,0,71,0,0,33,,72,,0,28,,81,,,17,,72,,0
St. Lucie County FL,44,,22,,0,41,,27,,0,36,5,15,,,33,,12,,0,26,0,14,0,0,23,,17,0,,25,,18,,0,19,,11,,0,23,,17,,0,34,,27,,0,18,5,26,0,0
St. Martin Parish LA,,,,,,0,0,5,0,0,,,,0,0,,,,0,0,,,5,0,0,0,,,0,0,0,0,0,0,0,,,,,,,,5,0,0,,0,,0,0,,,,,
St. Mary Parish LA,5,0,,,0,,,,,,,0,,0,0,,,,,,,0,,0,0,,,,,,,,,,,,0,5,,0,,0,,0,0,,0,7,,0,,0,,0,0
St. Mary's County MD,,,,0,0,,0,,0,0,,,,,,,0,,0,0,,0,6,,0,,,5,0,0,,,,0,0,,,,,,,,,,,0,0,6,0,0,,,,,
St. Tammany Parish LA,,,9,,0,5,,9,,0,,,12,0,0,5,,11,,0,7,,13,,0,,,18,,0,7,0,9,0,0,,0,12,,0,6,,18,,0,,0,11,,0,6,,10,,0
Stafford County KS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0
Stafford County VA,,0,7,,0,,0,6,,0,,0,7,,0,,0,7,,0,,0,,0,0,,0,,0,0,,0,5,,0,,0,12,,0,,0,9,,0,,0,8,,0,,0,,0,0
Stanislaus County CA,,8,24,0,,8,,21,,0,5,,24,,0,5,,16,,0,,,25,,0,,,27,,0,6,,26,,0,,5,19,,0,7,,18,,0,9,,33,,0,13,,35,,0
Stanley County SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanly County NC,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,6,0,,,0,,,,,,,0,,0,0,0,0,0,0,0,,,,,
Stanton County KS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stanton County NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stark County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stark County ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stark County OH,,0,19,,0,,,16,,0,7,,20,,0,5,,22,,0,,0,12,,0,,,12,0,0,5,,15,,0,6,,16,,0,6,,23,,0,,,19,,0,,,29,0,0
Starke County IN,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
Starr County TX,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,
Staunton City VA,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
Ste. Genevieve County MO,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Stearns County MN,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,
Steele County MN,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Steele County ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephens County GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Stephens County OK,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
Stephens County TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,
Stephenson County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sterling County TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steuben County IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,
Steuben County NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
Stevens County KS,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stevens County MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stevens County WA,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0
Stewart County GA,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,5,0,,,0,,,6,0,0
Stewart County TN,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stillwater County MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stoddard County MO,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Stokes County NC,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Stone County AR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stone County MO,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0
Stone County MS,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,
Stonewall County TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storey County NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Story County IA,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strafford County NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stutsman County ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sublette County WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suffolk City VA,8,,9,,0,,0,13,,0,7,0,12,0,0,,0,12,,0,,0,12,,0,,0,5,,0,,0,13,,0,,0,8,,0,,0,11,,0,,,5,0,0,,0,11,,0
Suffolk County MA,52,26,131,15,0,54,25,109,,,64,,117,,0,58,25,120,12,0,39,24,127,11,0,54,,123,,0,52,19,122,5,0,39,19,92,,,43,,93,,0,36,24,94,5,0,42,21,81,6,0
Suffolk County NY,45,,66,,0,35,8,63,5,0,26,8,81,7,0,21,,74,,0,17,,58,,,27,7,69,6,0,33,,86,,0,23,8,54,9,0,20,,72,,0,21,,72,,0,28,,65,,0
Sullivan County IN,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sullivan County MO,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sullivan County NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sullivan County NY,,,,,0,,,,,,,0,,,0,,,,0,0,,,,,,,0,,0,0,6,,,0,0,,0,,0,0,5,,,0,0,,,,,,,0,5,,0
Sullivan County PA,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0
Sullivan County TN,,0,5,,0,0,0,6,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,6,0,0,0,,,0,0,,0,,,0,,,,,0,0,0,11,0,0
Sully County SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summers County WV,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0
Summit County CO,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Summit County OH,7,,22,,0,9,,29,,0,7,,16,,0,9,,26,,0,10,,30,,0,6,,28,,0,6,,29,,,11,,24,,0,11,,40,,0,12,,28,,0,5,,38,,0
Summit County UT,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
Sumner County KS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sumner County TN,,,10,0,0,,,9,0,0,,0,5,,0,,,8,0,0,,0,,,0,,,,0,0,,0,7,,0,,0,,,0,0,,,,0,,,9,0,0,,0,7,,0
Sumter County AL,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumter County FL,6,,8,,0,,,,,0,,0,,0,0,,,5,,0,,7,6,,0,8,,,0,0,,,,,0,,,6,,0,,,13,0,0,,,6,0,0,,,6,0,0
Sumter County GA,5,,8,,0,,0,,0,0,5,,,0,0,,,8,,0,,0,,0,0,,,,,,,0,,0,0,,,,,,,,,,,5,,,0,0,7,0,5,0,0
Sumter County SC,16,,14,,0,17,,20,,0,12,5,17,0,0,7,,22,,0,13,,12,,0,5,,12,,0,11,,19,,0,9,,12,,0,5,,10,,0,10,,12,,0,9,,17,,0
Sunflower County MS,,,,,,,0,,0,0,,0,,0,0,0,0,8,0,0,,,,,,5,0,,,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
Surry County NC,,,,,,0,0,6,0,0,,,,,,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,
Surry County VA,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0
Susquehanna County PA,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
Sussex County DE,8,0,14,0,0,9,,10,,0,6,,15,,0,7,,13,,0,8,,8,,0,,,11,,0,,,12,0,0,,,14,,0,6,,7,,0,,0,11,,0,5,0,5,0,0
Sussex County NJ,,,,,,,,,0,0,,,5,0,0,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,,,,,,,,,,,0,,,,0,0
Sussex County VA,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sutter County CA,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,6,0,0,,0,,0,0,0,0,5,0,0
Sutton County TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suwannee County FL,0,0,0,0,0,0,0,,,0,,,,0,0,,,,,,,,,0,0,,0,5,,0,,,,,,,0,,,0,,,,0,0,,,,,0,,,,,
Swain County NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweet Grass County MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0
Sweetwater County WY,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
Swift County MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swisher County TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland County IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talbot County GA,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Talbot County MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taliaferro County GA,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,
Talladega County AL,,,7,0,0,,,,0,0,,0,,0,0,,0,,0,0,,,,0,0,,0,11,,0,,,,,,0,0,6,0,0,,0,7,,0,0,0,8,0,0,,0,6,,0
Tallahatchie County MS,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tallapoosa County AL,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,6,0,0,,,,,
Tama County IA,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taney County MO,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0
Tangipahoa Parish LA,11,,11,,0,16,,9,,0,15,,17,,0,12,,13,,0,,,16,0,0,6,,12,,0,8,,14,,0,13,,10,,0,9,,10,,0,11,,20,,0,10,,9,,0
Taos County NM,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0,,,,,,0,0,0,0,0
Tarrant County TX,80,24,147,16,0,63,31,153,21,0,73,23,156,19,0,70,20,179,10,0,68,14,154,16,0,74,7,159,12,0,65,6,153,7,0,76,7,190,,,65,13,217,9,0,73,12,210,10,0,61,11,195,8,0
Tate County MS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,,0,,0,0,,,,,
Tattnall County GA,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,0,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor County FL,,0,,0,0,,,,,,,,,,,,0,5,,0,,,,,,,,,,,,0,,0,0,,,,0,0,,,0,,0,,,,,,,,,,
Taylor County GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor County IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor County TX,,,,,0,0,,9,,0,,,11,,0,,,,,0,,,9,,0,,0,,,0,,0,,0,0,,,5,,0,,,12,0,0,6,,,0,0,,,7,0,0
Taylor County WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor County WV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tazewell County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tazewell County VA,,,,,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,
Tehama County CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Telfair County GA,,0,,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,
Teller County CO,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0
Tensas Parish LA,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,
Terrebonne Parish LA,,0,5,,0,,,,0,0,,0,10,,0,,,8,0,0,5,0,,,0,6,0,10,0,0,,,7,0,0,,,12,,0,5,0,6,0,0,,0,5,,0,5,,,0,0
Terrell County GA,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrell County TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terry County TX,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0
Teton County ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teton County MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teton County WY,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,
Texas County MO,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Texas County OK,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,
Thayer County NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas County GA,,,,,,,,,,,,,,0,0,,0,,0,0,,0,,0,0,6,,,0,0,,,,,,,0,,0,0,5,0,,,0,5,0,,,0,,,,0,0
Thomas County KS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas County NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throckmorton County TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thurston County NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thurston County WA,,,7,0,0,,,6,,,,,7,0,0,0,0,,,0,,,,,,,0,5,,0,0,0,,,0,,,,0,0,,,5,,0,,0,8,,0,,,6,0,0
Tift County GA,6,,6,,0,,,,,,,0,,0,0,,,,,,,,,0,0,,,,0,0,,,,,,6,,,0,0,8,,5,,0,10,,6,,0,6,,5,,0
Tillamook County OR,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0
Tillman County OK,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0
Tioga County NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Tioga County PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tippah County MS,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Tippecanoe County IN,,0,5,,0,,0,,,0,,0,,,0,,0,5,,0,6,0,6,0,0,0,0,,,0,0,,5,,0,0,0,8,0,0,,0,7,,0,,0,5,,0,5,0,,,0
Tipton County IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0
Tipton County TN,,,,,,,0,,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
